title,link,text
Moslems Back Birth Control,https://www.nytimes.com/1972/01/01/archives/moslems-back-birth-control.html,RABAT Morocco Dec 31 Reuters  The first Islamic conference on family planning has ruled that birth control is permissible in Moslem law but that sterilization and abortion are prohibited according to a statement issued here today The fiveday conference was or ganized by the international Planned Parenthood Federation
Colleges Expand Modern Psychiatric Aid,https://www.nytimes.com/1972/01/01/archives/colleges-expand-modern-psychiatric-aid-colleges-expand-modern.html,The college health service long viewed by students as good only for doling out aspirin patching up athletes and diag nosing the common cold is now emerging as a leading counsel ing and treatment center for student sex and psychiatric problems While the majority of cam pus health centers still main tain a conservative in loco parentis approach to student health dozens of them at large and small schools around the country have begun to provide such modern services as sex counseling contraception abor tion referral venereal disease treatment and help with drug and psychiatric problems The trend has generated sur prisingly little controversy partly because administrators believe that such services are important to the students effec tive functioning and partly be cause parents seem glad to be A number of universitiesfrom the University of Cali fornia at Berkeley to the Uni versity of Nebraska and Prince tonare involved in the trend A new health plan at Yale Uni versity represents what many consider to be the epitome of the revolution in the scope and of services offered to college students Since July 1 Yale students faculty members employes and their families have been served by a prepaid group practice housed in a new 55million health center that offers a veri ices including obstetrics pe diatrics and sex therapy of the Masters and Johnson type In partial explanation of this approach Dr Daniel S Rowe the jackofalltrades pediatri cian who oversees the opera tion said in an interview the other day We feel the uni versity should be a pioneer in delivering new methods of medical care He said that dozens of groups had visited the new center and he received letters daily from other uni versities inquiring about Yales program At Yale as at dozens of other colleges around the coun try much of the innovation in student health care has come in sexrelated areas to meet needs created by changes in student life styles and mores Yales sexrelated services date to 1969the first year of coeducation Dr and Mrs Philip Sarrel a gynecologist and a social worker respec tively who were the innova tors in this area estimate that they have since been visited by 75 per cent of Yales under graduate women Vasectomies Available Yale like many other large universities has for several years been supplying students with the morningafter pill for emergency contraception as well as with a wide variety of more conventional birth con trol aids This fall Yale added vasectomies to its list of avail able options In addition to Dr Sand who works out of the mental hygiene department Yale em ploys one fulltime and four parttime gynecologists and a nursemidwife Yale is Just one of dozens of colleges across the country that have recently hired gynecolo gists at least on a parttime basis Several schools have also opened birth control clinics At the University of Califor nia Berkeley the contraceptive clinic that opened two years ago is visited by 4000 to 6000s students a year The University of Nebraska handles 50 to 60 contraceptive cases each week even with a charge of 15 each New York University is sched uled to open a contraceptive clinic soon Changing Times Cited The University of Michigan set up a separate gynecology clinic last fall which was visted by 900 students in Sep tember And at Boston Uni versity a gynecologist who was hired in October to work six hours a week is already booked UD months in advance In explaining his hiring of a gynecologist Dr Samuel E Leard Bostons director of stu dent health services said It was done in recognition of changing timesif you start having dorms wide open it adds to problems along gyne cological lines Barnards director Dr Harri ette Mogul said her service offered birth control and abor tion referrals because we would rather have the informa tion dispensed here where we are sure of its accuracy than have our students search on their own There has been surprisingly little parental opposition to de cisions like Barnards When similar program at the Uni versity of California Los An geles was described to parents of entering freshman last sum mer the reaction was highly favorable One father re marked Thank God the pill is there for my daughters pro tection The smooth introduction of contraception at the University of Michigan was aided in an unusual way by the student newspaper The Michigan Daily Fearing that publicizing of the fact that contraceptives were being given to minors would stir up opposition among the conservative Board of Regents the newspaper chose not to run a story on the contraceptive clinic Student reaction to these changes in service have been mixed While most are grateful to have something available many complain about the long waits for appointments to see the gynecologist and in some cases about the high cost Duke University charges 25 for a pelvic examination and birth control prescription at UCLA the cost which includes an educational session is 22 Several institutions strapped by a tight Midget for student health found that charging for contraceptive services even though other health services are free was the only way they could be made available At Princeton where the uni versity pays the cost of student visits to three local gynecolo gists one coed remarked Theres a general feeling that the examination is cursory and that the doctors dont really care Theyre just there to dis pense contraceptives Most institutions offer preg nancy testing without charge and a number of colleges offer some sort of abortion counsel ing usually in the form of re ferral to agencies with the necessary contacts At the University of Georgia one coed who turned to the health service when she found herself with an unwanted preg nancy said They really helped me through a terrible tune They really seemed like they cared and you know think they really did At the same time that college health services have upgraded services related to students physical wellbeing they have also done much to expand and improve the care given to emo tional health Nearly all of the three dozen colleges questioned repented they had recently et panded their psychiatric staff Pressures Are Eased The University of Colorado is one of several that now has a campus psychiatrist on call nights and weekends Dr James E Marquardt who administers the Colorado health center said Such aroundtheclock service is necessary because suicide is the second most fre quent cause of death In the college age group Michigan State University maintains seven branches of its counseling service around cam pus so that students with emo tional problems can find help more easily Many institutions also train dormitory counselors to handle uncomplicated prob lems Barnards psychological unit recently went to battle for some students who were anxi ous about a freshman English composition assignment that in volved writing a personalessay that was then attacked by the instructor When we recog nize an unfair university pres sure we try to get it cor rected Dr Mogul explained For the most part drug related problems are handled within the general psychiatry program Although many col leges have drug education pro grams few have organized drug treatment facilities City College of Nevi York was re cently awarded a 50000 grant from the City University to hire two drug counselors and estab lish a drug abuse program Most of these improvements in college health services have come about despite a shortage of funds and even though de livery of health care is not the raison detre of an educational institution At some colleges he changes were prompted by student pressure at others they were initiated by new enlightened administrators who attracted young dedicated staffs For generations college health services have tended to be staffed by older mengen eral practitioners who want partly to retire from preasures of private practice When 37yearold Dr John R Curtis took over at the University of Georgia three years ago the average age of the four doctors on the staff was 65 Most of the two dozen staff members added since are 20 or more years younger Dr Marquardt at Colorado remarked More doctors are finding the college campus stimulating and more younger doctors are now coming to work at college centers Dr Mogul at Barnard noted that doctors were beginning to see the campus health center as  a chance to help young people develop a good doctor patient relationship in what is for many of them their frist experience with a doctor on their own Its an exciting field with potential far doing very good things she added Top Metal Start At Yale where 9000 stu dents and 9000 other members of the college community al ready belong to the new health plan Dr Rowe said Medical ly speaking students are just not very interesting Theyre just too healthy Doc tors tend to view the job more as a babysitting operation than a stimulating medical service However by including pa tients from infancy to old age Dr Rowe believes Yale has found a goad way to attract a top notch medical staff Despite he obvious progress made at many institutions stu dents still find plenty of cause for complaning about the qual ity of care Just as all dormi tory food is automatically la beled garbage students have a hard time finding a good word to say about college health care Although some of their com plaints have the ring of truth many reflect a basic lack of understanding of what medi cine can and should do Stu dents find it hard to accept the fact that there is still noth ing more than symptomatic relief for the flu and common cold As Dr Rowe pointed out At college the student needs mother substitute to tell him when to gargle and stay in bed
My Life and Times By Henry Miller. Illustrated. 208 pp. New York: Playboy Press. $17.95.,https://www.nytimes.com/1972/01/02/archives/my-life-and-times-by-henry-miller-illustrated-208-pp-new-york.html,I have spent a sedative summer rereading most of Henry Miller Sedative Yes inevitably since its the fate of all revolutionary writers to encompass their own supersession How shocking Tropic of Cancer was when I got hold of a smuggled copy in the late thirties how merely charming it is now redolent of Paris in which the coffee and Gauloises were alike more aromatic than theyve been since the war a genuine vie de Boheme the physical act of love as fresh as if the French had just invented it Miller unbuttoned the fly and tore open the placket with a fiercer gust than Lawrence who was still mothers boy or Joyce who let language get in the way Todays naked generation has learned nearly everything from himeverything that is to say except his bookishness his capacity for recapturing innocence his sense of wonder his sense of words I remember when fiist reading Burroughss Naked Lunch feeling that one particular element in the junkie nightmare representedfor me at leastthe limit in the erotically shocking A man copulates with another mans skull but first he has to drill a hole in it Shocking but perhaps appropriately merely cerebrally shocking Amusing even the sort of example of the shocking one might give in a lecture A lot of the shocks administered by todays youthful news sheets are of this order Were now permitted to shock so lets get on with it what shall we shock with today This is the consequence of Millers opening the door Needless to say it was not what he intended For all that the Tropics and The Rosy Crucifixion try to do in the erotic arena is to convey the simple gross pleasures of straightforward heterosexual coition This had never really been done before in direct language Rabelais makes joke of it Boccaccio uses elegant metaphor Those wearisome Victorian chronicles of prowess possess detail but lack gusto And to be honest if no literary man had tried it before on the Millerian scale and with the Millerian intensity it was because there was the gnaw of scruple Is one telling the truth about copulation if one merely describes its mechanics Miller has never had any doubt that one is and unfortunately he shares this view with the pornographers But Miller himself has never written pornography For pornography depersonalizes creating an abstract paradise Steven Marcus called Pornotopia in which the only emotion is lust and the only event orgasm and the only inhabitants animated phalluses and vulvae In Millers books there are real people with guns in their handbags need for money a habit of writing poetry on the wall while the act proceeds an appetite for big meals afterward and very frequently a temporary resistance to love Is love the right word In French yes with Miller whose origins are German there are sometimes temptations to submit to Goetbean transports which get in the wat of pure amour Miller himself is always present naked but a thinking man who reads and writes books capable of prodigious engorgements but never viewing himself as a synechdochepart for the whole Heavily erotic yes but pornographic never Many women dislike his books especially the militant Donna Giovannas like vengeful Brigid Brophy who goes so far in her essay on Miller as to cast doubt on his basic sexual endowment They are right I think because though Miller respects ladies like Anas Nin he cannot help making woman the sexual instrument come before woman the human entity He is very ingenuous in saying that he has never thought of women as just that he always looked for something else as well His autobiographical books  which means all his booksdeliver a little too much contempt for womenthe classic postcoital tristitia which the boorish or the puritanical transfer to the object of spent desire a vestigial Victorian horror that women should actually like sex quite as much as men if not more Still at 80 he goes on loving women and the number of his wives though not up to patriarchal standards compares well with an average film stars His present wife is Japanese and he is very fond of her as of her Japanese friends some of whom live with her them him To call Miller a glorifier of the phallus and a chronicler of phallic events is not enough There is more to his long autobiography than sex Black Spring is I think one of the finest evocations of low urban life in all American literature I am a patriot says Miller of the Fourteenth Ward Brooklyn where I was raised The rest of the United States doesnt exist for me except as idea or history or literature The patriotism is expressed in an almost myopically close rendering of a world of cancer dropsy cirrhosis of the liver insanity thievery mendacity buggery incest paralysis tapeworms abortions triplets idiots drunkards neerdowells fanatics sailors tailors watchmakers scarlet fever whooping cough meningitis running ears chorea stutterers jailbirds dreamers storytellers bartenders  and finally there was Uncle George and Tante Melia Though he disavows either a literary aim or a learned technique Miller belongs to the logorrheal tradition of Rabelais and Sterne as does Burroughs He becomes a wordy bore only when he finds it necessary to prophesy that great American disease we can call vatism is in him as it is in Dahlberg and even Mailer When Miller starts talking about Love not amour feel like giving him a few francs to go to a brothel But of course there is no need to do this We come sooner rather than later to lechery as juicy as roast pork and Kartoffellelosze If we require elevation from Miller then we can best get it in his Hellenic phase He is curiously German in having found an almost hyperbolic fulfillment in GreeceReal home real climate he notesand the best testimony to its moderating cleansing unclotting influence is to be found in his The Colossus of Maroussi But the war sent him back to America and the destiny of sage of Big Sur Now he appears to be one of Americas gloriesfulfilled with 50 books behind him his 80th birthday last Sunday Boxing Day two of his works filmed stupidly confused with skinflicks and the Playboy tribute of this picture book Miller talking his life instead of writing it he has written it already There are already cynics and admirers who are saying that the book should be called My Life and Hardon Times The erotic motif is imposed on some of the photographs  cheaply and irrelevantly The old man is shown apparently trying to eat the bosom of the Israeli actress Ziva Rodann He plays pingpong with a callipygous nude girl He sits at a table and looks up in a kind of puzzled but gratified wonder as a pair of fine impertinent breasts moon down on him But there are photographs of Miller serious with hat and spectacles on and Lawrence Durrell horsing about with a false moustache and wives and friends and Paris There are also re productions of Millers paintings one of the best things in all his writing is his account in Black Spring of learning how to draw which are endearingly bright and fin de sidele Finally there is Miller talking about himself and giving us all hope A cigarettesmoking gindrinking octogenarian he is a fine advertisement for the longevital virtues of regular sex But the book is a mere plaything or playboy thing in no wise a fitting summation a glossy toy that might lull the reader into not taking Miller as seriously as he ought Miller has spent a long industrious life grinding slow and exceeding fine also coarse He is a world literary figure and it is proper to ask whereapart from the longbanned candorhis achievement lies With whom shall we compare himLawrence Joyce Beckett He is not as important as any of these because he has not created a world that is recognizably his own He has not really created at all He lacks archi tectonic skill a making or shaping drive He has had only one real subjecthimselfand he has not been prepared or endowed with the ability to convert himself into a great fictional myth Called a novelist by some he has the novelists ear and eye but not the novelists power to create great separable artifacts He has done what any man with his endowments and deficiencies is forced to do produce autobiography that begs at the door of fiction Durrell thinks that Millers lifework is the best confessional writing since Rousseau He is probably right but frank selfexposure was only one small part of Rousseaus achievement there were The Social Contract Emile and The New Heloise as well Moreover the things that Miller confesses are somewhat limited He is honest but no subtle thinker we conceive no joy in engaging a personality so lacking in complexity The sensibility is somewhat coarse and there is an ingenuousness which though often charming charms less the more often we meet it I have been rereading Gibbons Autobiography as a foil to Miller and the intellectual excitement of the experience has inevitably shriveled up the phallic and visceral appeal of the Tropics and those productions with the schocilboy names Seams Plexus and Nexus There is humor as well as physical honesty but there is not one ounce of wit George Orwell paid a fine tribute to Miller asking his readers of the thirties to note in Tropic of Cancer what even at that late date could still be done with the English language Orwell saw in Miller what many of us saw thena liberating force a cleanser of the dialect Of the tribe But how much more_cleansing and liberating was Orwell himself who in Down and Out in Paris and London converted into art the sufferings and low life he shared with Miller and then before dying in his early 40s raioduced genuide prophecy Industry and longevity are no substitute for genius
A Church Is Threatened With Prosecution Over Sex Education,https://www.nytimes.com/1972/01/02/archives/a-church-is-threatened-with-prosecution-over-sex-education.html,BROOKFIELD Wis Jan 1A Unitarian church in this Milwaukee suburb has been threatened with criminal prosecution because of the explicit nature of a sex education course that has not yet started In a letter to the church this week District Attorney Richard McConnell of Waukesha County] said that if the church started the program without first establishing ground rules with this office prosecution could result Mr McConnell said that he was concerned with what may be a violation of the Wisconsin obscenity statutes The Unitarian Church West] announced details of a 40week course for its Sunday school] curriculum three weeks ago The course is scheduled to start In February with a limit of 15 students 12 to 14 years old Boys and girls are to take the course together Birch Society Strong The course has aroused considerable opposition in this middleclass suburb where sex education in the public schools has been fought and where conservative groups including the John Birch Society are strong Petitions opposing the church course have been signed by 514 persons and filed with the Brookfield City Council but the council has not yet decided whether or not it could intervene in the matter Mr McConnell said that he saw no legal barrier in taking action against the church He said that while the Constitulion provides freedom of religious instruction nobody can hide behind it The Rev Robert C A Moore minister of the church said that he doubted if the state could stop the program but that he would meet with Mr McConnell next week The course entitled About Your Sexuality was prepared by the Unitarian Universalist Association Which has its headquarters in Boston and has been used in some other Unitarian churches in the country Mr Moore said he knew of no similar opposition elsewhere Film Shows Intercourse Many of the criticisms of the course are apparently aimed at la film strip that shows couples having intercourse Defending the film strip booklet for the course states that the omission of explicitly sexual visuals serves to enhance the concept of sex as dirty sinful and forbidden The film strip was not part of the course when it was used by the other Unitarian churches The course here also includes explicit film strips on male and female anatomy homosexual behavior and masturbation The course treats homosexuality as a valid form of sexual expression describing it as one viable life pattern It emphasizes that a person can experience homosexual attraction and contact without being considered a true homosexual The course also encourages masturbation as a beneficial way of relieving sexual tensions stating that it protects young people from leaping into a sexual experience with partners whom they do not love just to satisfy their sexual needs Birth Control Discussed In other phases of the course birth control is to be discussed with information on the variety of methods by which conception can be prevented and abortion conception childbirth and venereal disease are to be described Mr Moore said the course was designed to teach sex with frank honesty You have to be as frank and complete as you can be or the kids wont listen Mr Moore said Youve got to show it to lay it out Then when they say Whats wrong with sex before marriage you can say Well this is one reason and the kids will listen The men and women instructors have spent up to 60 hours learning how to teach the course he said Mr Moore said the course was designed to allow children to develop and clarify their own values and attitudes about sex so that sexuality could be integrated into their whole personalities He said that the sex act was only part of this We probably spend more time discussing why girls cant play Little League baseball he said
"Don't Call Them ‘Rev. and Mrs.’ Church's Pastor, Too",https://www.nytimes.com/1972/01/05/archives/dont-call-them-rev-and-mrs-shes-churchs-pastor-too.html,SCRANTON PaThere are two pastors at the 600member Trinity Congregational Church here They take turns preaching on alternate Sundays share the neighbpring rectory and receive equal salary checks and pension payments They also think alike on most subjects although their approach is often quite different At one time their dissimilarities were a source of concern Now after five months in their first parish John and Barbara Gerlach Mack realize that although man and wife they are also individuals reflecting the plurality of life rather than a united front We have very much the same viewpoint but we have different styles of doing things different areas of expertise and different ways of meeting people said Barbara Mack a 25yearold Hood College graduate who chose religion over teaching after spending summer at a Presbyterian conference center in New Mexico To 29yearold John Mack who grew up in New Canaan Conn in the midst of everything a lot of people work to get to the differences in style and character traits have proved invaluable Persons meeting us would hook up with us very differently he said Barbara lets things happen better than do I have to organize things The Macks who met while both were studying at Union Theological Seminary were graduated last May and took over their United Church of Christ congregation here in August Mr Mack was brought up in the United Church of Christ Mrs Mack was raised as a Presbyterian Both agree that acceptance by the parishioners most of whom are of Welsh background has been wonderful The copastors are involved in every service When one preaches the other conducts prayers and childrens sermons and makes announcements There has been no discernible difference in attendance between the two by the 250 active churchgoers in the congregation  I have a feeling though that some people cant hear me as well as they can hear John Mrs Mack said They feel John has more authority but I really sense that more and more people are with me as we continue One or two say Yon preach better than John Which she does Mr Mack interjected Barbaras sermons are more worked out better organized and better delivered than mine He noted that the stuff that is irksome is the reflex kind of thing A few men still come to me he said They almost walk around Barbara and a few pat her on the head and call her honey or dear but that kind of thing is rare Members of the congregation usually Introduce them as our two ministers and letters are usually addressed to the Rev John and the Rev Barbara Mack Joined Womens Fellowship Each receives a 5000 annual salary plus housing utilities travel and other pastoral benefits Although Mrs Mack is invited more often than her husband to what are generally considered womens activities sometimes I go and sometimes I dont    if I go its as a minister not the ministers wife both have joined the Womens Fellowship John was the first man in history to belong to it Mrs Mack said Its a socially conscious group    it tends to be the conscience of the church and when we go to meetings we go together Our biggest problems have come from the clergy Mrs Mack said Our Christmas cards from the clergy were addressed to the Rev and Mrs She recalled too that after graduation nowhere in the church conference did we get a sense of anyone encouraging the idea of a team We found this vacancy ourselves We had given the church conference our dossiers and heard nothing from them Mr Mack said So we got list of vacancies and investigated op our own We found quite a few interested in us and we turned down five or six The reason we picked this one is that it was urban it was open to a team and they were pretty excited about the idea The couple prefer to be known as John and Barbara A few parishion ers who have indicated that they would rather not use first names or who feel uncomfortable at having their children address clergy in that manner have been told to use whatever form they prefer To date there have been no unfavorable comments about their decision not to wear clearical robes Mrs Mack who favors short skirts and boots during the week wears one of her more sedate dresses at Sunday services Mr Mack wears a business suit I think people want you to wear robes for basically the Wrong reasons Mrs Mack said Somehowthe robe sets you apart One thing I feel very strongly about is that we are ordinary people not someone set apart or having a special handle on the truth Weve had special training thats all Both agree that their course of action was made easier because they preached their candidate sermon during the hot summer months and no one expected us to wear robes then Mr Mack outlined their attitude as seeing ourselves as professionals in a given field We have some talent in the Scriptures some training in helping people but no special mystique he said To me that would be destructive as person One of the biggest personal conflicts weve had as individuals is saying no to certain expectations Of people Mrs Mack said There are people who feel strongly that ministers are supposed to be super leaden and strong people with all the answers No minister does Its very difficult to show weaknets and vulnerability to a congregation When the minister is able to do it I think It is humanizing Attitude of Parents Mrs Mack whose parents live in Topton Pa where her father is a supervisor with Western Electric said she thought they would have been much happier to see her go in for teaching They didnt understand my position but all the same they were very supportive she said I think they still have this feeling that it will wear offthat after proving myself Ill settle down into a more traditional role of wife and mother Mr Mack who attended Phillips Exeter Academy and Princeton before making his decision to go into the ministry knew he didnt want to follow his fathers profession as an investment counselor and work to get money to put myself in a nice position I wanted to be fully engaged he said I wanted the feeling of trying to make sense out of all experience Part of the making sense was the decision arrived at jointly that housework as well as professional duties would be shared When I was first married I was really uptight Mrs Mack recalled I thought that housework was my job gradually decided it wasnt We dont have lists Mr Mack said We just both go at it John usually does the ironing while he watches football Mrs Mack said Ill wash We kind of pick up the slack from the other person At the moment some of the household chores are shared by three young men who are sharing the sevenroom rectory with the Meeks The men who are in the process of finding jobs or going into training programs needed temporary home Id like the church to become more active in the community Mr Mack said specifically citing both care for the aged and youth programs Mrs Mack who has already investigated the possibility of day care in the church I mentioned it to the deacons and I dont think they knew what to say but I have the OK to do an exploratory study would also like to see a clergy consultation service in abortion counseling It hasnt come up for discussion yet We both like working with kids she said We focus on life experiences life death birth We try to make them feel that religion is not some special segment of life that it is trying to understand the meaning of things and what is happening to you in deep way At the moment their principal problem is cutting down their 60 to 70hour work week a schedule they found necessary because the church was not functioning well when we got here and we also have interests in the community Weve been told we must make time for ourselves and we are planning to take off a day a week Mr Mack said He continued almost immediately But we want to start a vision group in the church do a little dreaming about what we might be doing and   
Judge Acts to Stay Abortions in Municipal Hospitals,https://www.nytimes.com/1972/01/06/archives/judge-acts-to-stay-abortions-in-municipal-hospitals.html,A temporary injunction to prevent abortions in the municipal hospitals here was issued yesterday by Justice Franics X Smith in State Supreme Court in Queens The is not effective pending the signing of an order by Justice Smith and that is not expected for a day or two A ban on abortions could be halted by an appeal by the city Mayor Lindsay later issued the following statement I have directed the Corporaition Counsel to move switfly Ito appeal the injunction as soon as it is issued It would be tragic if as consequence of any court decision abortions are available only to those who can afford to pay for them in voluntary and proprietary hospitals The city will do everything in its power to secure reversal of any such insensitive and discriminatory court order Background of Case In the first ruling by the State Supreme Court on the states liberalized abortion law Justice Smith asserted that a fetus is a living human being and that the courts have always been zealous to protect the rights oft hose who are unable to protect themselves The ruling grew out of a case before Justice Smith that was brought Dec 9 by Robert M Byrn a 40yearold bachelor and law professor at Fordham University He brought suit against abortions in city hospitals after he had been named special guardian for unborn children here in a ruling in Queens by Supreme Court Justice Lester Holtzman The decision which also denied a motion for a change of venue to Manhattan set Jan 12 as the date for the beginning of the first trial in the state to test the constitutionality of the states abortion law The law permits the operation at the womans discretion up to the 24th week of pregnancy In his 21page decision Justice Smith cited the Declaration of Independence the 14th Amendment to the Constitution and numerous medical and legal sources in calling for a ban pending the outcome of the constitutional test Concerning the medical sources as to a fetus less than 24 weeks old the justice said Credence must therefore be given to the testimony in affidavit form by plaintiff from accredited scientists that an unborn human infant has a pulsating human heart that at that stage of development the childs brain spinal cord and entire nervous system has been established and that as medical fact the fetus is a living human being
"ABORTION, IMPACT ASSAYED IN STUDY",https://www.nytimes.com/1972/01/06/archives/abortion-impact-assayed-in-study-expert-sees-little-change-in.html,WASHINGTON Jan 5 UPI Legalization of abortions in every state would have little initial impact on population growth but could curb the rising national rate of illegitimate births says an unpublished study prepared for a Presidential panel Dr Christopher Tietze of New York associate director of the Population Council who wrote the study said that he lbased his projections on legal abortions performed in New York City since mid1970 Dr Tietze widely recognized as a statistical authority on birth control wrote that in the first year of nationwide legalized abortions on request under laws similar to those in Alaska Hawaii New York and Washington State an estimated 1630000 women would want abortions But he predicted that the birth rate would decline only about 15 per thousand population a decrease of 300000 to 350000 births nationwide the first year The Government estimates the 1971 birth rate at 174 per thousand population close to a record low Based on his experience in New York City Dr Tietze said legalized abortions would have little effect on the birth rate because possibly as many as 80 per cent of the women seeking abortions would have them performed illegally if necessary to terminate pregnancies Dr Tietzes study is one of several authorized by the Commission on Population Growth and the American Future which is expected to report to President Nixon next spring on the impact that population growth has upon the economy the environment and the Government One of the panels goals is to consider population growth explicity and to formulate policy for the future The initial demographic impact of liberalized abortion laws has been comparatively minor Dr Tietze wrote A similarly modest initial effect may be expected nationwide if restrictive abortion laws were to be struck down by the Supreme Court or replaced by legislation This is true primarily he wrote because the great majority of legal abortions of New York City residents involved pregnancies that without legalization would have been terminated by illegal abortion This pattern Dr Tietze said could be expected to hold true throughout the country
City Will Move to Prevent a Ban on Abortions,https://www.nytimes.com/1972/01/07/archives/city-will-move-to-prevent-a-ban-on-abortions.html,The Health and Hospitals Corporation said yesterday that in the immediate future at leastthere would be no disruption of abortion services at the municipal hospitals Such a possibility arose Wednesday when Justice Francis X Smith of the State Supreme Court in Queens issued a temporary injunction to block abortions in the city hospitals The injunction cannot go into effect until he signs an order and it is filed with the county clerk and served on the hospital corporation But at that time the citys Corporation Counsel and State Attorney General Louis J Lekowitz will file appeals that immediately stay the injunction This action is expected to be taken this morning About 1000 women are currently awaiting abortions at municipal hospitals which are operated by the Health and Hospitals Corporation Before the outcome of a trial on the issue the next move to halt abortions woUld have to be made by the plaintiff in the case Robert M Byrn courtappointed guardlan of unborn fetuses who is seeking ultimately to void the states abor tion law as unconstitutional Mr Byrn would have to ask the Appellate Division to vacate the automatic stay At a news conference yesterday at which Mr Byrn showed newsmen color slides of intact and mutilated fetuses which he said were killed by abortion the 40yearold Roman Catholic bachelor refused to say what his response to the citys anticipated appeal might be However Mr Byrn a professor at Fordham Law School said that if necessary he was prepared to take his case to the United States Supreme Court The trial testing the conIstitutionality of the states law is scheduled to begin in the Queens court next Wednesday Attorney General Lefkowitz said in an interview yesterday that he would do everything in his power to preserve the state law that permits abortions on the initiative of the woman and her doctor up to the 24th week of pregnancy At another news conference yesterday members of womens rights groups attacked the preliminary Injunction as discriminating against the poor an affront to all women and an open conspiracy of the Catholic hierarchy to prevent women from controlling their own bodies Nancy Stearns a lawyer for the Center for Constitutional Rights said that should themjunction take effect she would demand that Mr Byrn put up 40000 bond for each woman who is forced to have a child In a statement issued yesterday the National Association for Repeal of Abortion Laws said A Roman Catholic judge has initiated a disgraceful incident in judicial history He has followed religious dogma in deciding a case in a court of law In granting the injunction Justice Smith asserted that a fetus is a living human being entitled to the courts protection
Metropolitan Briefs,https://www.nytimes.com/1972/01/08/archives/metropolitan-briefs.html,A nursing home employes union reached agreement with the Guild of New York Nursing Homes on a new contract yesterday evening after a oneday walkout at three private nursing facilities with 600 patients Peter Ottley president of the Nursing Division of Local 144 of the Service Employes Union said representatives of the guild homes had signed a contract identical to one signed with the larger Metropolitan New York Nursing Home Association yesterday morning The contract was reported to include a raise during the next 35 months of 52 over the basic 12118 the nonprofessional workers now earn for 36hour week the establishment of a dental plan and free drug program plus other fringe benefits 2 Agencies Said to Charge AbortionReferral Fees Attorney General Louis J Lefkowitz charged that two abortionreferral agencies in New York City had been collecting fees for referring pregnant women to abortion clinics in violation of State law The SPS Consultants Inc 565 Fifth Avenue and two officers Peter L Stolberg and William Patent and the Pregnancy Counseling Service Inc 26 West Ninth Street and Dorn Leslie Winter director and Randoif Wedler an employe were said to have illegally accepted a fee of 75 from a woman and referred her to a clinic in New York City for an abortion The Attorney General obtained a court order returnable on Jan 12 ordering the two agencies to show cause why they should not be barred from violating the statute Hong Kong Flu Reported In Nassau County Eleven cases of Hong Kong flu which has been spreading through the metropolitan area were reported in Nassau County according to David H Ross deputy health commissioner in the county It was the first time such cases had been reported in Nassau since it first appeared in this country in 1968 Public health officials however have maintained that there is no epidemic of influenza in this country City Dismisses Aide In Deleading Program The citywide coordinator for all deleading work under the citys emergency repair program was dismissed by Albert A Walsh Housing and Development Administrator for ellegedly accepting 500 from two contractors The coordinator who was employed by the city since August 1970 was Ralph Brandel 40 years old of 2120 Cruger Avenue the Bronx Robert K Ruskin Commissioner of Investigation said the coordinator had been discharged because he took 500 from two emergency repair contractors in exchange for giving them contracts to repair building with leaded paint on the walls Mr Brandel was also charged with taking 100 from a landlord in return for the coordinators assistance in expediting the removal of a lead paint violation in a building Yonkers School Strike No Nearer Settlement The strike by the Yonkers Federation of Teachers ended its fifth day with no progress reported in attempts to settle the dispute over salaries class size and other issues About 6000 of the citys 30000 students attended the 43 schools which were staffed by several hundred teacher aides certified substitutes and parent volunteers Eugene Fox the Yonkers Corporation Counsel said he hoped to start contemptofcourt proceedings against the union leaders next week Top US Mediator Enters Phone Talks J Curtis Counts national director of the Federal Mediation and Conciliation Service met privately with representatives of New York Telephone Company and the 23 state locals of the Communications Workers of America in an effort to end the strike that is now in its 26th week The telephone strike began on July 14 when 33500 installers repairmen switchmen and linemen walked off their jobs They refused a contract offer that would have given them a 335per cent increase Lindsay Quits as Head Of Mayors Committee Mayor Lindsay announced that he had resigned as chairman of the legislative action committee of the United States Conference of Mayors The Mayor however said he would continue to serve as a member of the committee which toured 10 major cities last year to dramatize urban problems In a letter to the conference chairman Mayor Henry W Maier of Milwaukee Mr Lindsay said that as a candidate for the Presidency he felt that any further efforts of the committee would be construed as political if he were to remain as chairman
Letters to the Editor,https://www.nytimes.com/1972/01/09/archives/approach-to-family-planning.html,To the Editor Can we expect nothing more radical than a pragmatic weighing of abortion against life from Christian ministers like Jesse Lyons of Riverside Church whose letter Dec 23 attacks Robert M Byrn as irresponsible in testing the states abortion law Why have our churches not united in a broad campaign to exhort all families to include at least one child by adoption This approach to family planning widely accepted could work to empty our institutions of unwanted children  those who might have been aborted  as well as the socalled hardtoadopt  children of minority background older children and handicapped ones Let Mr Lyons and the rest of us not wait for medical science [to] put the abortion issue on the shelf while allowing ourselves to be guilty of irresponsible ethical evasion in not exploring honestly and generously the possibilities beyond the whole spectrum of social services SUSANNE WASHBURN New York Dec 27 1971
