title,link,text
At the Movies,https://www.nytimes.com/1988/01/01/movies/at-the-movies.html,aria come u boyd british film producer dream modest quirky project announce plan last year see would enlist 10 director would choose operatic aria shoot segment visualize music independent operas actual storyline mission complete film aria present lightyear entertainment virgin vision open oct 30 london schedule american release february march director include jeanluc godard bruce beresford robert altman ken russell singer include enrico caruso leontyne price birgit nilsson jussi bjoerling music classic rca recording least stimulate hop 38yearold producer say speaking london dont opera fan mind wrong plot favorite arias think purist find irritate acknowledge nobody add likely love entire 17 million film include wide variety artistic style half comic half serious unique mr altmans segment focus 18thcentury audience madman woman attend rameau boreades julien temple segment verdi rigoletto include lipsync rendition la donna e mobile elvis presley impersonator franc roddam use liebestod lovedeath aria wagner tristan und isolde show couple seemingly choose suicide la vegas hotel mr godard tap lullys armide show two woman act fantasy bodybuilding gymnasium men exercise appear like statue link segment bill brydens contribution base leoncavallos pagliacci show john hurt go operahouse dress room put clown makeup perform vesti la giubba voice caruso segment broken section see director segment device intend give cohesion film 2 genre hairspray john water selfproclaimed champion bad taste offend people amuse others year films pink flamingos 1972 contest title filthy people alive polyester 1981 middleclass housewife awful family say shock initial reception 11th late work hairspray get pg rating report expect pg13 r new line cinema film schedule release feb 26 satire two dread genre say teen flick message movie set 1962 baltimore teenager hop celebrity local television dance show among heroine fat girl who always trouble school hairdo violation also integration mr water note usual topic merriment almost anything funny assert hairspray say base exaggeration early underground film first sort mainstream one polyester movie feature water regular hefty female impersonator divine housewife rescue tab hunter hairspray divine play two part hillbilly mom segregation leader mr water say write script 41yearold film maker inspire say favorite 1960s recording also 60 dance mime nutty action really roach squash something spray partner recall bug jump circle scratch throw another person scratch actually dance startle executive 10 office make pitch film realize serious project water standard expensive film 2 million considerably 300000 polyester 12000 pink flamingo also say threatening youre afraid sit near screen youll catch something sexism patti sam grogg executive producer trip bountiful investor kiss spider woman think film dallas picture antithesis hollywood company go modestbudget film modest story sophisticate adult audience say doesnt mind controversy jan 15 present patti rock comedydrama two bluecollar buddy billy chris mulkey eddie john jenkins take cold allnight drive minnesota visit billy girlfriend patti karen landry billy married want persuade abortion long trip men drink joke fantasize woman use frank language initially earn film x rating change upon appeal r patti turn much different sort one would expect men conversation shes go depend anything know game mr grogg say direct david burton morris sequel 1975 morris film loose end new movie mr grogg say continue degradation woman men supposedly liberate 1980s
No Tilt as Yet From New California High Court,https://www.nytimes.com/1988/01/01/us/no-tilt-as-yet-from-new-california-high-court.html,conservative tide force chief justice elizabeth rise bird liberal majority california supreme court 1986 liberal fear new court would mount assault defendant right privacy conservative expect pronounced rightward tilt nine month newly constitute court seat expectation neither camp fully realize although court clearly conservative decision action far deliberate pragmatic cautious mark fervid ideological agenda court product likely draw national attention presides large judicial system country large even federal system 700 superior court judge 77 appeal judge number lawyer practice state large swell today 106643 17851 1957 high court forceful action relate death penalty uphold four seven death sentence rule whereas bird court reverse 65 69 death penalty case heard 1977 1986 shift death penalty october new court reverse key 1983 bird rule death penalty could impose murder committed felony unless jury find intent kill 30 case appeal affect however rule court throw death penalty defendant strangle two woman another reason judge improperly tell jury governor authority commute sentence life without parole add complexity opinion write one two liberal still court justice stanley mosk thus prosecutor defense lawyer say court appear feel way gingerly decide shift right question say attorney general john k van de kamp democrat take side bird dispute court look thing carefully court give little hint rule issue property right rent control abortion privacy product liability admissibility evidence racial discrimination strongly indicate less likely reverse criminal conviction view harmless error trial court police last 30 year sevenmember court dominate militant liberal majority year resentment prosecutor conservative perceive leniency toward criminal culminate last year defeat chief justice bird two fellow liberal cruz reynoso joseph grodin californias unusual system supreme court justice appoint governor must confirm public vote conservative take vote gov george deukmejian conservative republican actively campaign oust liberal elevate former law partner long beach malcolm lucas chief justice appoint three new conservative john arguelles david n eagleson marcus kaufman four along conservative holdover edward panelli give court clear 5to2 conservative majority remain liberal justice mosk allan broussard first meeting last march new panel order rehearing six lastminute ruling old court include decision grant parole gregory powell infamous 1963 onion field killer policeman los angeles another case people v may keen interest defense lawyer prosecutor clue may hold court inclination admissibility illegally obtain evidence bird court hold evidence take violation rule suspect must tell right arrest could use impeach defendant credibility trial court also dismiss dozen case previous panel agree hear lawyer generally believe relate desire bring order overload docket backlash bird agenda thus far court make major ruling uphold 4 3 use roadside sobriety checkpoint certain control condition reinstate 7 0 state law require motorist carry liablity insurance enforcement block since 1985 low court hold unconstitutionally discriminate poor neighborhood insurance hard get upheld right mobile home park exlude resident 25 previous court outlaw adult apartment house condominiums people follow court reluctant draw broad conclusion small harvest court less driven ideology say robert thompson former california appeal judge teach university southern california law center add court collegiality administration improve chief justice lucas conservative group please far say see radical shift pick choose case say kent scheidegger legal director criminal justice legal foundation group back strong legal tool crime open season bird ruling gary mullen executive director california district attorney association welcome court tighten rule allow harmless error conviction liberals serious concern liberal like paul hoffman legal director american civil liberty union southern california say premature draw sweep conclusion add troubled court readiness find wide range trial court error harmless therefore reason upset guilty verdict talk life death give u serious concern say rule intent kill although quite expect dispirited foe death penalty still even many friend bird court give lucas court benefit doubt shirley hufstedler former federal appeal court judge lead defense old court 1986 referendum liken situation california end warren era united state supreme court burger court mean warren court say expected complete right turn mistaken probability true court
BOOKS OF THE TIMES; Family Fortunes,https://www.nytimes.com/1988/01/02/books/books-of-the-times-family-fortunes.html,second sight mary tannen 259 page alfred knopf 1695 fortuneteller proven ability foresee future adolescent child seem head trouble assort smalltown friend neighbor entangle complicated net coincidence fate cast character make mary tannens first novel sound lot like retread fortune teller recent novel playwright marsha norman turn however two book little else common m norman story psychic attempt stagemanage daughter life meanwhile thwart group antiabortion fanatic turn heavyhanded melodrama limitation familial love m tannens approach contrast lighter deft second sight occasionally touch weighty matter free fate content part skim along surface give u sadfunny portrait family town guise oldfashioned romantic comedy first meet character live static whack delia bird professionally know destiny ortega hard time support son meager earnings spiritual adviser shes still haunt memory dead lover jaime nononsense sister ca also alone lonely mother lavinia spend last 15 year wait vain philander husband nestor come home make matter bad delias 12yearold son lazaro recently take hanging tough unsavory crowd family worry he head bad thing whole town wallingford nj fact look miracle mill town built bank beautiful waterfall wallingford one scenic wonder new world immortalize european artist watercolor oil engraving nice little town unlike bedford fall wonderful life lately however wallingford fall hard time become one anonymous industrial town brick victorian box factory squat fifty candy plant futuristic polymer company warehouse recognizable era huddle together unsightly squalor town lucky worker settle lowpaying inadequate job less fortunate collect unemployment wallingford celebrate greed writes ms tannen mill owner make fortune wallingford give nothing back city official siphon money public fund move suburb school good street clean rescue wallingford unscrupulous developer set swindle townfolk goad delia take control life disabuse romantic notion need wait around prince charm arrive rescue force lavinia come term reality situation save lazaro become juvenile delinquent indeed appleyard like one hero old western ride rather drive town mysterious stranger whose appearance set series incalculable event outward aspect least seem unlikely hero even unlikely prince charm exciting little dull decent plump rather diffident historian plan write doctoral dissertation wallingford turn also descendent one town first family become obsessed unraveling history wallingford also uncover dark secret familys past though man reason commit rigor scientific method begin wonder whether men family die untimely death victim curse place one delias relatives many generation ago whats begin wonder whether delia family draw sort trap cast well judgment role savior recount development ms tannen character tend use phrase like second sight sixth sense negative force delia speak get vibration people auras individual meant case unbelieving reader might put mumbo jumbo become irritated character make decision base tarotcard display way clothes fall floor measure m tannens ability find sustain idiosyncratic voice pitch midway bemuse affection character wry astonishment even skeptical reader end mind fact even come sympathize character superstitious preoccupation fate plot second sight come round eventually one neat conclusion favor writer fairy tale classical comedy much confusion order return community person find appropriate mate go sunset promise new life may plausible end tribute m tannens sure orchestration narrative instinctive storytelling gift happy satisfy nonetheless
SEX EDUCATION RAISES NEW CONCERN FOR SCHOOLS,https://www.nytimes.com/1988/01/03/nyregion/sex-education-raises-new-concern-for-schools.html,lead public school county thus far escaped challenge textbooks read list bring recently fundamentalist christian part country local school official say fear new form censorship surface county religious group try control school sexeducation ai public school county thus far escaped challenge textbooks read list bring recently fundamentalist christian part country local school official say fear new form censorship surface county religious group try control school sexeducation aidseducation program attempt already see accord several school official diverse district dobbs ferry village school district few 1000 student mount vernon city district almost 10 time many student dobbs ferry group parent several local clergyman lead protest highschool sexeducation curriculum review board education mount vernon advisory committee whose member include parent clergy member request change familylife curriculum also mount vernon group protest clinic distributes health pregnancyprevention information mount vernon high school picket school week sally storm member dobbs ferry board education chairwoman district family live human sexuality advisory committee say review district sexeducation policy bring school system advisory committee member people naturally suspicious public school mr storm say district begin review sexeducation curriculum invite local clergy member part advisory committee woodwork come fundamentalist catholic fundamentalist people member group say object exercise highschool familyliving course try show student difficult parent group object say exercise encourage abortion say james congable parent leader concern parent citizen dobbs ferry obtain injunction december delay advisory committee vote new sexeducation curriculum deny group religious motivation say group include member faiths religious issue issue parent right versus teacher right mr congable say added curriculum write teacher administrator instead develop member advisory commttee say group obtain injunction delay vote dr donna hulsizer educationpolicy director people american way national organization monitor censorship school library say sex education logical target fundamentalist group recent speech front association woman administrator westchester say 23 instance censorship school sexeducation program report people american way 198687 school year say washingtonbased organization contact religiousgroup protest open mount vernon wellness clinic dr william c prattella superintendent school mount vernon deny change district sexeducation curriculum protest health clinic constitute form school censorship people draw line advisory committee offer constructive input censorship say interview citizen right take issue taught school mount vernon superintendent say one change make familylife curriculum member advisory committee object role parent minimize section adolescent desire become independent say school administrator agree section read material modify advise teenager ask parent guidance speech 100 female administrator county dr hulsizer say people american way find grow climate intolerence five year record censorship school 153 report censorship attempt 198687 school year say represented increase 150 percent early year people american way represent defendant hawkins county tenn trial seven fundamentalist parent contend require child read book wizard oz diary anne frank violate first amendment right free exercise religion book parent charge godless taught topic evolution feminism situational ethic belief occult federal judge rule favor tennessee parent reverse september week another federal appeal court overturn alabama judge rule 44 history socialstudies homeeconomics book ban school promote religion secular humanism speech dr hulsizer say appeal court decision fundamentalist parent hopeful sign look back many way agenda religious right repudiate say explain reagan administration back initial goal introduce school prayer voucher system government would pay least part privateschool tuition time dr hulsizer warn religious group work locally get sophisticated group able play parent discontent public school say dont want alarmist see across country see continue dr clayton akin superintendent rye neck public school guest female administrator meet agree havent felt pressure yet say go administrator halfdozen westchester school district randomly survey say encountered recent attempt censor book westchester chapter american civil liberty union receive report censorship survey public school district 1987 accord phyllis rodriguez executive director several administrator meeting say however think district immune threat censorship introduce dr hulsizer sandra kolk curriculum coordinator ardsley public school tell benign incident involve new socialstudies text use 11th grade say others review book extensively consider treated secular humanism question raise several hour book schedule present ardsley board education approval refer thencurrent trial alabama say work enlighten westchester community seem remote suddenly bible belt front door might reach yet may soon dr hulsizer m kolk mr storm agree recent mandate state board regents local school district teach student aid could lead new censorship problem school regent ordered district set advisory committee include local clergy determine subject taught mr storm dobbs ferry say many school go run soon state rule require advisory committee mandate clergy committee begin carry dr prattella mount vernon superintendent take oppose view think thats overly pessimistic say group come via advisory group take issue sex education people push aid education subject community advisory committee aid address workshop aid school sponsor westchesterputnam school board association 845 noon saturday education house 5 homeside lane white plain program also include discussion schoolboard policy aid legal medical issue concern aid aid curriculum workshop free open public advance registration require may make call westchesterputnam school board association office scarsdale 4721337
"IN SHORT;
FICTION",https://www.nytimes.com/1988/01/03/books/in-short-fiction.html,lead american beauty c j hribal simon schuster 1695 wellreceived collection story call mattys heart c j hribal introduce people farm community augsbury wi novel mr hribals first narrate granddaughter book title character american beauty c j hribal simon schuster 1695 wellreceived collection story call mattys heart c j hribal introduce people farm community augsbury wi novel mr hribals first narrate granddaughter book title character dorie wild american beauty brag assess high school classmate bonnie wendy girl proof sexual status wear top pucker shoulder hem cut high expose navel milky belly sinew hip abortion dorie escape milwaukee want life far away bitter drunken mother farmer father city dorie put sex appeal use survival escape demand men even roommate mia later flee minneapolis homosexual turn brain energy real estate insulate emotional involvement revenge farm country surround augsbury later decamp greece however even distance cant free deep entanglement realization unfolds american beauty transcends somewhat overwrought style emerge wrench story three generation woman family smalltown tie bind comfort chafe endure
WASHINGTON TALK: CONGRESS; Picking Over the Pork in the 1988 Spending Bill,https://www.nytimes.com/1988/01/05/us/washington-talk-congress-picking-over-the-pork-in-the-1988-spending-bill.html,usual behemoth spending bill congress pass adjourn december contain tuckedaway provision serve special interest individual legislator surprisingly capitol hill analyst suggest reflection general budget constraint bill may fewer porkbarrel item past david l keating executive vice president national taxpayer union nonpartisan public interest lobby washington seek limit government spending note lawmaker offer rationale individual project one man waste anothers essential service still contend 604 billion spending bill way much pork commonly use term spending project insert behest house senate appropriation committee member purpose political patronage catchall spending bill pass tandem 176 billion deficitreduction measure difficult insert favor item blatant manner may limit number mr keating say one section provide 64 million federal fund spur development bavarianstyle ski resort idaho yet phrase make match grant say federal fund shall provide appropriate entity city kellogg idaho construction gondola shall match source aide senator james mcclure idaho republican appropriation committee member describe ski project critical transformation former mining town resort town kellogg look new economic base since 2300 people thrown work five year ago smelter operate kellogg bunker hill mine company close page 3 1193page spending bill appear 3 million grant stateestablished school institute technology development jackson miss mississippi home state chairman house senate appropriation committee representative jamie l whitten senator john c stennis democrat among item agree 1 million grant help build judicial center owensboro ky factory town ohio river large city district representative william h natcher senior democrat house appropriation committee deposit 26 million fishery promotional fund include 375000 spent promote develop fishery product research pertain american fishery senator ted stevens alaska rank second among 13 republican appropriation committee closely follow fish law relate home state fishing second large industry appropriation 500000 design construction bridge mud creek near eufaula lake okla state three member house senate appropriation committee arcane amendment congress also incorporate hundred policy decision form arcane amendment spend bill president reagan sign dec 22 finance federal government next sept 30 example language prohibit destruction healthy unadopted wild horse burros fiscal year 1988 another section simply prohibit use appropriated fund lobby abortion also include sense congress amendment urge secretary state george p shultz convey international organization end practice detain child without charge trial policy high priority although technically porkbarrel perhaps unusual spending decision involve federal agency 250000 appropriation representative daniel k akaka hawaii democrat member house appropriation committee pig exotic plant control haleakala national park district accord mr akakas press secretary kehau lum national park service difficulty restrain wild pig attack exotic vegetation haleakala bit different spending bill often serve vehicle provide hefty amount highway water construction project especially election year bill view capitol hill bit different lawmaker say largely stock market crash october congress want appear restrain award favor resolve fiscal difference budget summit white house member anxious prove could follow legislation design trim federal budget deficit 333 billion expert call economist wall street complain enough say senator pete v domenici new mexico ranking republican budget committee suggest awful lot well would u summit nevertheless practice hurriedly pass one huge measure year end combine spend program 13 different agency draw criticism democrat republicans say schedule allow thorough scrutiny many provision member also find force oppose broad legislative package single item case insertion 81 million aid package nicaraguan rebel bad way govern say senator daniel j evans republican washington absurdity refer size container budget plan deliver mr evans say remark bill approve go buy one cubic foot appropriation without foggy notion detail lie within large cardboard box senator bob dole republican leader say final analysis end package 1000 page probably 10 12 pound lot work lot effort lot thing probably package jack r stevens executive director citizen america washingtonbased organization form 1983 support reagan administration policy say appropriation bill really bring home central problem pork barrel last year mr stevenss group release pork book rat member congress accord tendency vote public work legislation spending bill group deem excessive give congress credit quantity quality bill huge say egregious example hide
Washington Talk: Campaign Press Secretaries; A Buckley Who Doesn't Exactly Fit the Mold,https://www.nytimes.com/1988/01/06/us/washington-talk-campaign-press-secretaries-buckley-who-doesn-t-exactly-fit-mold.html,nation capital nearly everybody anybody press secretary lot life quash unpleasant rumor write press release schedule interview sometimes hostile journalist fend attack many quarter part entrust future boss among oftreviled abused press secretary lucky well regarded washington political journalistic circle one john buckley 30yearold campaign press secretary representative jack f kemp republican upstate new york year ago mr kemp view president reagan ideological heir long shot party 1988 presidential nomination much hard work mr buckley others mr kemp still view mr reagan ideological heir perhaps even longer shot partys nomination talent substance nevertheless mr buckleys reputation steadily climb reporter regularly call quotation often end alongside opinion heavyweight political observer press secretary rarely quote fashion think he exceptional talent say eddie mahe respect republican consultant quick mind enough substance understand whats go william schneider analyst american enterprise institute say he smart he straightshooter press secretary tend look upon pr men flack buckley doesnt lie press give implausible scenario hes become trusted unusual extent also funny know use wit bend reporter story advantage example ask republican conference iowa defeat mr kemp vice president bush candidate invite give speech anytime george bush speaks 45 minute mr buckley reply good day jack kemp golf football another occasion mr kemp mr bush poorly iowa poll mr bush office come explanation bush supporter hadnt particpated busy daughter comingout party tee golf course mr bush say mr buckley respond candidate would do well kemp supporter watch football grilling cheeseburger bowl tournament clean gun also blast republican disdain less affluent group mr kemp try attract dont like muddy foot freshly cut green old republican country club say certain risk accompanies deployment sort humor accord mr schneider end overshadow candidate mr mahe say candidate overshadow press secretary isnt go far begin mr buckley frequently quote even article mr kemp interview say buckley jack confidence mr mahe add mr buckley bat thousand one occasion categoricaly deny kemp campaign take large loan embarrassment mr buckley simply inform another time excitedly tell reporter candidate finally take glove kick teeth republican opponent mr kemp appear aware suppose start act bellicose im speaking ill anybody say interview possibly professional frustration many washington press secretary common political reporter novel part novel bottom desk drawer mr buckley five stow away sixth effort however schedule publish june entitle family politics comic novel write last two half year arise early morning work hour word processor really love say give sense peace onslaught pesky reporter one statement make give day isnt go get argument subject family politics rivalry within daley clan dynasty batter many time press union bloodthirsty exspouses accord publisher blurb mr buckley deny political family model although strain credulity seepage fact fiction one uncles william f buckley conservative editor sharptongued television host combative columnist another james l buckley former republican senator new york judge united state court appeal district columbia cousin christopher buckley former bush speech writer journalist author whose recent novel white house mess characterize press secretary people cant afford delicate sensibility mr buckley say although many member family famous politics humor literary value father teach importance bon mot father john w buckley businessman run familys oil gas company death 1984 eccentricity mr buckleys pedigree suit well twin role political spokesman political satirist aspect background seem eccentric graduation hampshire college 1979 freelance rock critic publication soho weekly news roll stone village voice byline also show political piece new york rocker call principal magazine america punk movement among mr buckleys innovative thesis direct cultural link could draw explosion great rockandroll 1970s supplyside economics conservative theory espouse mr kemp also discover conservative value viewpoint example abortion communism lyric sing sex pistol punk group constituency often overlook republicans room conservative movement people like rockandroll dammit say last week lewis lehrman millionaire businessman undertook campaign governor new york 1982 mr buckley interview possible profile evidently like saw soon afterward mr lehrman offer mr buckley job press secretary mr buckley accept profile never write year later lehrman gubernatorial effort fail mr buckley sign deputy press secretary president reagans reelection campaign three year ago next month join mr kemps campaign mr buckley say know precisely kemp quest come end expect start new novel say could write one campaign trail could also write one work white house
HEALTH; Implanted Fetal Tissue Aids Parkinson's Patients,https://www.nytimes.com/1988/01/07/us/health-implanted-fetal-tissue-aids-parkinson-s-patients.html,doctor transplant tissue spontaneously abort fetus brain two patient suffer parkinson disease leader group perform operation say today dramatic new development report current issue new england journal medicine likely intensify worldwide debate ethic use fetal tissue treat neurological disease question largely theoretical also first time tissue brain one human implant brain another say dr ignacio madrazo la raza medical center direct surgery operation take place sept 12 use tissue brain adrenal gland 13weekold fetus dr madrazo say recipient 50yearold man 35yearold woman experience marked relief symptom parkinson return home earlier technique refined procedure refinement technique dr madrazo associate use nearly two year patient severe case parkinson 20 operation medical team take chunk tissue patient adrenal gland implant deep brain order stimulate production dopamine substance whose deficiency believe responsible disease symptom physician united state elsewhere also used procedure patient experience sometimes dramatic lessening symptom technique new longterm effect unknown scientist long suspect fetal tissue may turn even effective implant treatment grow faster adult tissue adaptable cause less immunological rejection dr madrazo say result obtain september operation demonstrate fetal tissue superior fetal tissue know use least two previous occasion dr robert gale transplant fetal liver cell six victim chernobyl nuclear disaster effort generate bone marrow six die another american doctor use fetal islet cell treatment diabetes patient need confront new issue biomedical ethic expert say dr madrazos work would renew pressure physician ethicists confront new complex issue hasten upon u finally mary mahowald codirector center biomedical ethic case western reserve university cleveland say today weve talk lot various conference definitely go deal arthur caplan director university minnesota center biomedical ethic say telephone interview open new world result dr madrazos use fetal brain tissue among issue must consider say notion quality life consideration rather life death motivate transplant intervention time obtain consent use abort fetus dr madrazo say today acutely aware ethical moral issue operation likely raise order avoid controversy say use fetus obtain spontaneous rather elective abortion follow procedure go beyond require law sensitivity issue cite dont think go polemic dr madrazo say use organ cadaver accept practice occurs daily mexican law abortion permit therapeutic purpose case rape instance mother life danger determine suffer disease could affect fetus measles aid dr madrazo say mother fetus 31yearold woman history spontaneous abortion decline provide detail cite woman right privacy say implantation surgery take place within 3 12 hour certification death fetus mother sign form consenting use tissue fetus legally require obtain consent woman carry fetus say also obtain write consent husband letter publish thursday new england journal medicine dr madrazo say death fetus certify two physician part neurosurgical team avoid possible conflict interest dr madrazo say today doctor staff member la raza work medical center pediatric division panel consider case ethic research committee hospital first consider approve general objective guideline use fetal tissue specify operation must approve casebycase basis senior official ministry health overwhelmingly roman catholic nation also give write approval procedure dr madrazo say addition write consent obtain two patient receive fetal tissue mario tellez martinez leonor cruz bellos admit hospital knowing would operate upon fetal tissue available aware specific detail involve sense guideline recommend observed m mahowald say proceeding way mexican appear speak grave concern raise separate procedure tissue make available use well question inform consent exploitation woman dr madrazo say operation use fetal tissue perform since september others plan everything depend future occurrence spontaneous abortion willingness woman involve allow tissue fetus use say say would use tissue spontaneously aborted fetus would sidestep principal concern antiabortion religious group fear woman conceive child express purpose abort aid family member sell body part use tissue obtain spontaneous abortion raise question confine spontaneous abortion raise question material normal mr caplan say danger use tissue abnormal deficient way understand additional risk recipient make aware
The Law; The Rise and Fall of the Class-Action Lawsuit,https://www.nytimes.com/1988/01/08/us/the-law-the-rise-and-fall-of-the-class-action-lawsuit.html,classaction lawsuit root medieval english law achieve many consider fine hour 1954 brown v topeka board education desegregate nation school 1970s class action become rage legal profession appear die surge class action allow large group similarly situate plaintiff combine similar claim single suit related loosening rule govern 1966 fee class action high seem end might accomplish roe v wade milestone decision 1973 permit abortion class action landmark sex discrimination case 1977 united airline flight attendant right continue work marriage consumer protection suit range plumb equipment cardboard box momentum reverse late momentum reverse 1975 3061 class action begin federal court recently file 1980 number plunge 1568 year end june 30 610 expert say court decision limit use class action judge stringent certify plaintiff class use court vehicle social change subside perhaps important fee judge permit lawyer receive classaction suit shrink become much difficult get often result suit seek additional compensation victory initial class action litigation follow litigation court clog say david berger immodestly call granddaddy class action knowledge class action encyclopedic really 75yearold lawyer say indeed handle big class action handsome settlement people live near three mile island reactor successfully sue get service station operator right sell brand gasoline currently represent 35000 school district sue 55 asbestos manufacturer investor believe defraud ivan boesky several thousand texaco shareholder retire employee yesterday prepare file class action pittsburgh behalf people company towns affected oil spill near class action great effective legal engine remedy mass wrong mr berger say common view 1966 rule revision seem make class action considerably easier bring new one specify case could consolidate class action lawyer could persuade judge plaintiff numerous basic factor common typical one initiating suit adequate representative class immediate response sharp leap classaction suit lawyer race employ device civil right social action case others saw big fee common fund create mass many small claim together class action day sun kind petered say paul p carrington official reporter federal rule civil procedure dean duke law school ruling supreme court limit application class action justice rule example class action file federal court involve state law many plaintiff must stake least 10000 damage ruling 1974 decision holder small amount stock allege broker charge artificially high price court rule case could proceed unless two million investor whose claim average 70 individually notify something shareholder bring suit consider prohibitively expensive meanwhile lawyer say trial judge reluctant certify class prefer let case proceed individually lawyer say tendency revert legal tradition magnify appointment conservative judge reagan administration judge also stricter fee award administer class action judge refuse certify class individual plaintiff bring suit could end pay legal bill expect share thousand others lawyer think twice say jack b weinstein chief judge federal court eastern district new york even get class certify lawyer face small fee stephen c yeazell law professor university california los angeles last year publish book class action explain 1970s principal attorney classaction suit could generally expect receive fee common award fund almost identical 20 30 percent contingency fee individual tort judge apply much rigorous formula include factor hour work difficulty case attorney might earn otherwise result factor previously would class action file joinders mean individual suit join together class action form joinder govern far rigid rule numerosity commonality typicality adequacy suit also often involve appointment principal attorney court award large share fee irving young law professor university minnesota tell resentment spark appoint chief counsel class action result collapse skywalk kansa city hyatt hotel 1981 local lawyer eager prosecute 2000 claim individually judge want try case class action kansa city still refer antichrist say expert say skywalk case still suitable vehicle class action involve many people claim damage result cause class action broader case involve civil consumer right decline dramatically particularly reagan administration part result passage scant new social legislation often test court lawyer say also result major cut federal government legal service corporation finance public interest litigation antitrust case virtually disappear mr berger say point call dismantle federal antitrust enforcement chief reason antitrust class action plunge 112 1980 10 year end june 30 early 1970s construction company important class action maker plumb equipment successfully contend take advantage building boom time fix price decline lament legal expert lament decline say antitrust case represent best possibility class action civil right class action decline even 1586 1975 798 1980 185 late year sense age judicial activism professor miller say decline could part change arena although national statistic available class action increasingly file state court expert suggest area possible growth security class action run fairly steady last decade 100 case year judge weinstein suggest early 1988 see resurgence security case base stock market crash
ESSAY; The Case for Kemp,https://www.nytimes.com/1988/01/10/opinion/essay-the-case-for-kemp.html,recent prediction space wish admittedly father thought representative jack kemp would upset conventional wisdom emerge republican nominee draw expect hoot derision george bush 17 million raise name well know bag say role armsforhostages ransom decision cause widen doubt vice president judgment bob dole kansas one demolish first test neighbor iowa maybe time chance happeneth u des moines debate night mr bush angrily make clear would never reveal ruinous advice president thereby insure continue coverage turn coverup bob dole curiously ill ease icameupthehardway message aim preppy bush background du ponthaigrobertson subpack pete du pont impressive liked challenge bushdole sponsorship subsidize grain sale soviet union bush euphemism exportenhancement program gutsy assertion president wrong assume moscow change goal world domination jack kemp could easily pop prez seek run legitimate heir reagan revolution amalgamation old right new right religious right wrong right find movementhood ronald reagan actually leaderless year irangatewounded mr reagan lurch toward detente shy budget cut mr kemp find hard disagree latereaganism careful derogate popular founder feast thats problem mine rightwingers like im libertarian conservative nationalist hawk rightwinger choose one three electable republican candidate bush dole kemp best represent view economics bushdole policy traditionalist pragmatist defend low tax rate first cave cut deficit without slow spending raise sin tax rate kemp supplyside commitment cut tax stimulate growth sincere hes do kemproth hed president deficit problem today come revenue side risen spending rise fast foreign economic policy mr dole say doesnt know much dollar mr bush say he peg think would go advice treasury secretary baker feel way toward modification jack kemps plan attach currency price basket commodity goal low longterm interest rate one understand best mr kemp compassion everybodys mr dole personally suffer term spend social welfare reorder budget priority tell candidate would spend mr kemp would likely resist defense cut would backdoor spend give incentive rebuild inner city social issue abortion school prayer gun control three candidate toe religious right line think mr kemp go far butter constituency fortunately president much exhort matter foreign policy see big difference bushdole view late reaganist detentedriven incline accommodate bush armsforhostages advice time public statement contrary disturb three mr kemp would likeliest preserve star war test put jeane kirkpatrick head state regard middle east mr bush say main reservation send arm iran israelis mr dole well strengthen israel mr kemp best character george bush nobodys wimp bob dole recent year triumph bitterness jack kemp strike trustworthy crisis man go well man comfortable skin conservative movement already move gop nominee grope new group accept certain loss reach new gain would best burden anybody endorsement later swallow conventional scenario let consider kemp
