title,link,text
"SUPREME COURT; IN A 3-MONTH SESSION, A BUSY DOCKET",https://www.nytimes.com/1983/01/01/us/supreme-court-in-a-3-month-session-a-busy-docket.html,come new year find supreme court barely scratch surface 198283 term nine decision perhaps 150 go much scorecard first three month idle screening 2000 appeal justice select 70 argument decision new case add already calendar term open fill last available argument slot give term final shape docket already laden case reagan administration substantial political stake court add case constitutionality tax deduction private parochial school tuition judicial override ordinary seniority rule protect recently hire black employee layoffs administration repeal rule require air bag automatic seat belt new car already heavy criminal docket become weighty court announcement nov 29 would decide whether modify rule bar illegally seize evidence use trial new case argue spring decision due july still come decision major case court begin term include legislative veto abortion case socalled bob jones case tax status discriminatory private school highlight recent addition court calendar religion court rule constitutionality minnesota tuition tax deduction could determine fate reagan administration proposal federal tax credit private parochial school tuition federal appeal court uphold minnesota law ground permit deduction public school expense well private parochial school tuition law nominally neutral taxpayer challenge law argue benefit flow almost entirely parent child parochial school result reagan plan would also achieve law thinly disguise state subsidy religious education administration file brief defend law mueller v allen 82195 court also decide whether legislature constitutionally employ chaplain lead member prayer case marsh v chamber 8223 appeal nebraska legislature year begin day session prayer presbyterian minister whose salary state pay federal appeal court say financial arrangement though necessarily act prayer unconstitutional congress many state salaried chaplain justice department join state appeal discrimination federal judge order boston preserve racial balance police fire department fiscal crisis force layoff senior white officer lose job job newly hire black hispanic people save reagan administration file brief supporting police fire union challenge boston firefighter v boston naacp 82185 arizona appeal rule state employee retirement plan violate civil right act 1964 permit purchase annuity pay men higher monthly benefit woman whose policy dollar value insurance business interested case arizona v norris 8252 nearly annuity work way woman receive less per month actuarial assumption live long men third discrimination case involve privilege federal tax law federal law permit veteran organization lobby without lose taxexempt status deny 300000 taxexempt charitable organization privilege government appeal decision federal appeal court law violate equal protection right nonveterans charity regan v taxation representation 812338 criminal law gardenvariety search warrant case argue october minimal attention turn major case month later court say would use vehicle decide whether modify exclusionary rule bar illegally seize evidence use trial chief justice warren e burger associate justice william h rehnquist campaign exclusionary rule year may finally pick vote need overturn court precedent likely change would form good faith exception rule administration propose legislation effect change illinois v gate 81430 federal regulation court accept four separate government appeal decision federal appeal court refuse defer federal regulatory agency interpretation authority air bag case court appeal block reagan administration rescinding rule require air bag automatic seat belt new car rule 14 year make rescission centerpiece administration antiregulatory policy appeal court say action arbitrary capricious order rule take effect next fall motor vehicle manufacturer v state farm insurance 82354 court appeal invalidate rule adopt federal energy regulatory commission carry 1978 energy law force utility cooperate develop alternative source energy case american paper institute v american electric power find administration utility industry opposite side two regulatory case deal nuclear power addition case validity californias moratorium nuclear power plant construction argue jan 17 nuclear regulatory commission utility run three mile island pennsylvania challenge appeal court order psychological stress community must take account decide whether restart unit 1 reactor shut since 1979 twin unit 2 damage country bad commercial nuclear accident metropolitan edison v people nuclear energy 812399 case appeal court invalidate nuclear regulatory commission policy refuse consider environmental consequence nuclear waste decide whether license nuclear power plant many utility join government appeal baltimore gas electric v natural resource defense council 82524
STARTING WITH EVE; BY LAWRENCE STONE,https://www.nytimes.com/1983/01/02/books/starting-with-eve-by-lawrence-stone.html,history woman body edward short 398 pp new york basic book 2495 till womens body good press artist nearly always think well initially reproductive nurture potentiality stress recently emphasis upon erotic aspect female nude hardly surprising give human male hairtrigger response visual stimulus biologist equally flatter woman body reproductive machine turn child number today man crowd mammal face earth leave insect compete demographer find woman body last long men life expectancy birth high economic historian stop think matter also nothing praise womens body adapt remarkably long backbreaking bend work field impose postneolithic agriculture finally sexologists fall praise woman body woman almost unique animal world sexually responsive time may sexually active decade end reproductive cycle endow capacity merely orgasm need reproduction almost innumerable multiple orgasm last respect woman men ak47 automatic rifle 16thcentury musket hitherto two serious criticism level woman body design nature apart trivial one clitoris seem inefficiently sit first liability breast cancer second narrowness pelvis human head become large increase brain size infant cranium often considerable difficulty force way birth canal result often excruciate pain mother sometimes death mother child bay large however testimony 5000 year flatter female body edward shorter historian largely concerned internal plumbing female body regard almost unmitigated disaster area least 1920 see partly one nature botch job partly mess make infinitely worse exploitative husband ignorant folk custom harmful medical intervention picture traditional past grim indeed woman brutally treat men whose sexual demand force usually unwanted always dangerous pregnancy woman whose economic exploitation condemn wife endless toil home field mr shorters view western family relationship late 19th century closely resemble inhabitant tierra del fuego charles darwin encountered find hard winter habit kill eat woman darwin ask one eat dog answer simple dog catch otter woman catch otter woman good nothing man hungry mr shorter whose last book make modern family regard even sex traditional pre20thcentury society nothing brief brutal couple outcome ramrod impetuosity closer rape act love much book however devote horror childbirth attendant gynecological disease mr shorter paint terrify nauseating picture though concedes expectation life pre20thcentury woman great men age 16 40 claim womens fertile year 25 percent less figure find roughly acceptable utterly demolishes fashionable feminist romanticization ignorant old midwife past would leave well enough alone ought do puncture amniotic sac long dirty fingernail tore open cervix grubby hand speed delivery press stomach weight mr shorter agree description midwife 1690 great tugger womens body thing go wrong 5 percent case midwives either pulled infant womb brute force sometimes tear child head arm process else give leave mother child die even widespread danger sepsis delivery also largely caused dirty probe finger midwife argues medically train male obstetrician improve forceps great technical knowledge rescue woman disaster mr short move another horror story gynecological disease describe revolt detail variety common vaginal discharge noisome painful since claim woman never wash body rarely change clothes stench easily imagined 1930 believe woman cease smell bad difficult childbirth also awful thing woman cause rupture vagina bladder colon sometimes uterus pulled midwife along afterbirththe result mr shorter say woman sick time pain normal part live change tell u 1920 thanks modern medicine provide woman antiseptic painless delivery contraception abortion antibiotic last woman felt well smell good men even nice thema product affectionate marriage result woman ready embark great adventure feminism make ambitious little melodramatic story first note mr shorter take bulk data report european male doctor mostly saw sick healthy professional ax grind midwives moreover mr shorter seem forget past everyone sex far sicker smelly today question sex small stunt cripple pain age faster live half long fact woman seem go business despite numerous pregnancy wive outlived husband vice versa moreover mr shorter entirely disregards perception death disease commonplace traditional society although woman fear childbirth taught regard natural duty accordingly proud indeed scholar argue menopause psychologically far traumatic past today deprive woman regard prime purpose life reproduction one doubt birthrate female disease decline 1920s 1930s role change precondition feminism unclear first feminist movementto obtain franchiseoccured first two decade century medical revolution case mr shorters singlecause explanation takeoff feminism wholly implausible since ignores almost entirely critical factor like spread idea equality moral collapse patriarchy conclude mr shorter exaggerate distorts extent female disease past come explain rise feminism 20th century fails even mention economic social intellectual cultural factor destroy case leave something u know alreadyno golden age lie past advent modern science industry medicine convince demolition myth totally virtuous untrained midwife
"FOR NEW YORK'S NEW LEADER, A DAY OF FAMILY AND ROOTS",https://www.nytimes.com/1983/01/02/nyregion/for-new-york-s-new-leader-a-day-of-family-and-roots.html,mario cuomo day celebrate family immigrant root pay magnificent tribute american democracy wonder improbability ive wait moment exhilaration tell reporter speak oath governor new york state today ive wait euphoria maybe come put hand youre oath go make pact 18 million people take contract seriously private ceremony new year eve tumultuous formal inauguration today music song poetry governor cuomo speak emotion parent andrea immaculata cuomo magnificent immigrant couple come nothing aspiration willingness work hard magnificent tribute say magnificent tribute american democracy son bear behind grocery store south jamaica would get occupy high seat great state great nation world know mr cuomo buy new blue suit occasion moment solemnity seem relish first day office exchange new year greeting state trooper banter reporter follow everywhere even plant file cramp lieutenant governor office move governor spacious office second floor capitol seem somewhat astonished transformation curiously beautiful thing good feeling know get thing do say lieutenant governor view often overlook say push stone nothing happen say push move describe day curiously beautiful thing result extraordinary combination circumstance create situation get governor wont trace back improbability say consider come mr cuomo speak today family new york also day cuomo family arrive queen charter bus young child christopher 12 year old immediately run schuyler mansion governor official residence explore everywhere mr cuomos wife matilda clasp bouquet rose present state trooper stand watch mansion night party mansion relative close friend mr cuomo slept four hour dress strolled street new year day mass cathedral immaculate conception wife side along old son andrew 25 later swear special assistant governor mr cuomos child dr margaret perpignano marry campaign last fall maria 20 madeline 18 christopher trail behind host inlaws church kneel seat many minute silent prayer hand clasp fold front pew mr cuomo sit silently tear glisten eye light television camera baby cry background bishop joseph sullivan brooklyn offer prayer cuomo administration may inspire strong caring shepherd bishop list way think mr cuomo could use power state wisely include protect right unborn reference abortion issue nothing new say mr cuomo pledge uphold right woman obtain legal abortion say later bishop sullivan merely reiterate view catholic conference bishop nothing new say mr cuomo say mr cuomo preside swearingin ceremony 18 member staff move governor office procession congressman state legislator judge court appeal member board regents others file new york state convention center orchestra take beethoven ode joy ninth symphony mr cuomo wife walk side side cavernous convention center mr cuomo hold family bible take oath office last day note inaugural address many people remind face difficult decision close budget gap 1 billion next year yet morning swearingin staff governor look across room secretary michael j del giudice moment say mock astonishment tough
The Baby Dam,https://www.nytimes.com/1983/01/02/opinion/the-baby-dam.html,united state enters 1983 234 million inhabitant thats four million 1980 birth increase people think new baby boom begin baloney apt question birth birth new year true nine year number birth inch thats part story number potential mother zoom 1960 36 million woman age 15 44 bore 43 million baby today 54 million bore 36 million baby 1982 word every two potential mother 1960 three yet many few child fertility rate anything like mother birth would six half million year three half million potential mother 50 percent increase birth barely 1 percent year boom barely blip arrest fact steep difference two figure baby dam many woman forbear baby instead bear few pattern persists probable consequence forecast fertility chancy business expert confound huge baby boom late 40 50 still reasonable ground speculate fertility remain low one reason technology contraceptive abortion widely available often supplemented amniocentesis test pregnancy social attitude might imaginably change inhibit abortion sharp turn contraception well inconceivable meanwhile education level woman keep improve well educate woman likely work satisfaction less likely large family young woman fresh law school say reluctant leap marriage childbearing postpone entry legal job market training fade mind personal satisfaction parallel career reason young men woman want sport car home computer culture seem less eager marriage childrearing responsibility prior generation charles westoff demographer describe change global term scientific american developed country see transformation economic value child source income agrarian economy considerable drain income industrial postindustrial economy factor abortion aside likely change none turn factor precedes decision child great freedom woman many reason glad birth low stable sharp jumps population size inevitably mean sharp competition classroom seat job pension wrench society best reason million woman feel increasingly free follow variety life model free find fulfillment well nursery long thats want baby dam hold
LEGISLATIVE SESSION EXPECTED TO FOCUS ON BUDGET DEFICIT,https://www.nytimes.com/1983/01/03/nyregion/legislative-session-expected-to-focus-on-budget-deficit.html,new york state legislature return albany week confront falter state economy potential budget deficit 1 billion largely shape limit action many area 206th session assembly senate open wednesday also face many issue retrain laidoff steel worker request increase aid new york city reorganize state agency rebuild road bridge present series proposal new governor mario cuomo pledge simply balance budget state borrow 300 million pay bill fiscal year face much large potential problem next year session may put governor cuomos pledge severe test postelection budget blue go heavy dollar year say james l biggane senate chief fiscal aide may anything beyond political leader aide list issue legislature may confront year consider backdrop one lobbyist call postelection budget blue follow issue metropolitan transportation authority may abolish substantially reshaped approve tax surcharge last month save bus subway commuter rail fare many legislator call major change management mass transit system make accountable governor cuomo long support move change one proposal discussion would put mta direct control state transportation department governor cuomo also call change way public service commission set utility rate triple since 1975 legislature may also intervene prevent large rate increase long island shoreham nuclear power plant go full operation new source finance sought rebuild state infrastructure system roads bridge water supply could take form general obligation bond tax dedicate road bridge repair state appropriation new state authority close bethlehem steel plant lackawanna ny loss 7000 job attention focus job retrain economic development program finance joint stateprivate high technology center college state plan assembly propose system aid retrain worker lose job decline industry death penalty proposal ban medicaid financing abortion back governor cuomo pledge veto death penalty legislation governor carey civilliberties group predict support cause diminish new legislature legislature face deadline spring pension plan 300000 state worker newly hire state local government employee contribute pension receive few benefit old worker formula union say unfair old worker contribute government business group favor current system last year legislature unable solve dispute plan extend one year close budget deficit prevent layoff 6600 city worker mayor koch count 300 million new state aid include increase education aid state takeover medicaid cost addition mayor propose menu 14 tax combination need raise 300 million close next year city budget deficit require approval state legislature effort restore j51 housing program expect program provide tax benefit rehabilitiation project expire last year dispute city democratic assemblyman use development luxury housing issue consider legislature whose power structure little changed november election republican remain firmly control senate democrat assembly sharply increased majority 150seat house 98 88 large democratic majority since 1913 big change course governor office legislator hop proposal oppose gov hugh l carey get new life include bar mandatory retirement provision worker reduction paper work requirement small business point want hear new governor offer say spokesman warren anderson senate majority leader issue reach legislature must grapple budget hit ralph law assemblys chief fiscal aide call extraordinary set event recession cut tax revenue state must pay current fiscal year deficit 300 million 485 million salary increase state employee 200 million increase education aid approve last year addition partial takeover local medicaid cost also approve last year would cost 360 million takeover would bring state potential deficit 1 billion governor cuomo lead proponent state takeover say sure state afford balance budget require either new tax cut state program local aid combination three governor cuomo oppose raise income sale business tax legislative fiscal aide say may little choice last year legislature overrode series veto governor carey state budget approve formal dedline pass legislator expect april 1 deadline meet year among issue legislature expect face follow criminal justice governor cuomo key legislator talk improve coordination court police prison system probation parole assembly plan criminal justice agency would set coordinate budget rule 10 state agency legislature also expect take several plan change sentence system plan judge would give statewide guideline give criminal fix sentence particular crime legislature also expect grapple problem housing rapidly grow prison population environment law require 5cent deposit bottle beer soda sell new york state take effect july 1 supporter expect industry put forward proposal change law delay implementation court appeal proposal change way candidate court appeal nominate expect governor cuomo proposal would increase number nominee nominating panel submit would change voting procedure mr cuomo expect name five new court appeal judge next four year
98TH CONGRESS OPENS WITH CALLS FOR BIPARTISAN EFFORT ON ECONOMY,https://www.nytimes.com/1983/01/04/us/98th-congress-opens-with-calls-for-bipartisan-effort-on-economy.html,98th congress open business today leader party call great bipartisan cooperation deal countrys economic problem everything prevent stalemate happen 98th congress say representative thomas p oneill jr massachusetts democrat reelect speaker house american people want action partisan bickering republican say would extend olive branch democrat hint president reagan might also ready make compromise economic matter contrary popular belief president flexible say senator howard h baker jr tennessee majority leader spirit comity last long house democrat push new parliamentary rule design tighten party discipline increase power speaker new rule denounce republican democrat denounce change describe representative robert j lagomarsino republican california attempt run roughshod right individual member body side aisle whenever disagree view leadership democrat decide discipline representative phil gramm democrat texas throw influential budget committee many democrat consider mr gramm traitor help plan president reagan budget strategy last congress help party stand today voting rule change democrat break rank representative larry p mcdonald georgia decision mr gramm make steer policy committee panel lead house democrat decide committee assignment party vote 26 4 texas democrat say might consider switch party democrat punish day event signify far congressional mood shift since two year ago 97th congress open rid crest republican triumph itch enact reagan economic program low tax small social program big military buildup 26 house democrat house member swear today include 269 democrat 165 republican increase 26 democrat 97th congress one vacancy john l swigert jr republican colorado die last week could swear republican retain 54 seat senate many lawmaker november election register vote confidence president program lawmaker party say determine seek change government economic strategy congressional leader attend white house dinner president reagan tonight make clear today take president grim message try formulate budget fiscal year 1984 begin october speaker oneill note unemployment roll increase four million since last congress take office say point jab reagan program time stop wait economic theory work instead do stimulate economy representative james r jones oklahoma democrat chairman budget committee say mr reagan submit real budget overly optimistic economic forecast mr jones say favored something rebuild revenue base suggest postpone new reagan tax cut go effect july appropriation rule change new rule adopt house would change way congress appropriate money process require two step one authorize expenditure allocate money past lawmaker could attach rider allocation bill process use recently conservatives inhibit school busing governmentfinanced abortion democraticsponsored rule would make much hard legislator attach rider spend measure rule change would give speaker authority dispense timeconsuming procedural vote another would provide lawmaker switch party exist committee assignment automatically lose argument behind change current rule slow legislative process give many opportunity small group work special interest even democrat vote rule package fear inhibit free expression house away license little guy maverick make wave say representative edward democrat california one suggested change make much difficult force floor vote constitutional amendment shelve democrat face widespread unhappiness rank last summer supporter constitutional amendment require balance budget forced floor vote gather 218 signature discharge petition reject change would increase requirement 290 vote critic change point discharge petition use gain floor consideration propose equal right amendment constitution early 1970s coincidentally amendment reintroduce house today majority member amendment would ban discrimination base sex ratify 35 state time run last spring three state short number need
SURVEY FINDS HISPANIC CATHOLICS FOLLOW OWN RULES,https://www.nytimes.com/1983/01/06/nyregion/survey-finds-hispanic-catholics-follow-own-rules.html,hispanic people roman catholic archdiocese new york strongly profess central christian belief time engage religious practice often differ markedly habit custom previous wave catholic immigrant accord study release yesterday archdiocese archdiocese increasingly populated catholic concept religious involvement deeply personal highly committed central belief catholic theology largely unaccustomed attend mass follow regulation lay vatican study show survey religious attitude hispanic resident show pattern spiritual observance among spanishspeaking people far less rooted formal activity church infuse folk religion catholic whose ethnic origin european appear confused overwhelming majority survey 85 percent say catholic 93 percent say protestant appear somewhat confused religious identity ruth doyle director study call first empirical examination contemporary religious experience hispanic community say purpose study well serve need hispanic community recognize contribution hispanic make member survey committee say finding present challenge wider church accept form catholic practice piety largely unfamiliar raise north american catholic set emphasize rite parish life among goal church planner say find mean well grasp value distinct spiritual tradition bring country hispanic people lack awareness certain key aspect catholicism evident several finding twothirds catholic respondent could name single sacrament proportion never hear second vatican council overwhelm number baptize manner stress family folk custom church ritual marriage regard likewise sacrament marriage see large majority human ceremony rather church rite great awareness find recent poll catholic time respondent show overwhelming faith central dogma existence love god belief jesus son god resurrection element folk religion festival wear medal burn incense set altar home show blend formal aspect churchgoing result see bless rev raul del valle chairman steer committee help design project say result bless church tremendous challenge positive sign father del valle say hispanic people hold faith make contribution rich mixture church morality abortion finding vary widely accord respondent experience united state thirtyseven percent born country say abortion wrong 67 percent arrive age 8 say spanishspeaking people archdiocese trace origin caribbean region distinction american catholic become clear many point survey figure churchgoing provide one measure difference new study find 31 percent hispanic catholic attend mass weekly recent gallup study show weekly churchgoing rate 53 percent catholic nationally hourlong interview hold 1980 census show 850000 hispanic people live archdiocese comprises staten island manhattan bronx westchester county six upstate county 1970 total 700000 hispanic resident make 35 percent catholic archdiocese official estimate figure climb 40 percent 1990 half live bronx terence cardinal cooke seek knowledge belief practice hispanic people give approval 1979 survey 12month period start june 1981 office pastoral research conduct hourlong interview person 1000 hispanic people scientifically select sample rev joseph p fitzpatrick jesuit professor anthropology fordham university work study say result pose opportunity archdiocese hispanic may always feel necessary present sunday mass father fitzpatrick say still believe firmly basically principle faith present great deal hope respond term pastoral care need hispanic type catholic hispanic mass attendance figure percentages total number hispanic catholic survey conduct archdiocese new york often go mass every day 13 several time week week 2 3 time week month several time year year less never response 78 219 85 43 128 72 343 831 respondent source archdiocese new york
THE DEMOCRATS GET EVEN,https://www.nytimes.com/1983/01/09/weekinreview/the-democrats-get-even.html,washington 98th congress open door last week representative doug barnard jr fourterm democrat georgia bid seat prestigious house appropriation committee mr barnard good case since slot hold fellow georgian go instead representative bill boner moderate tennessee small decision tell lot new tenor capitol hill mr barnard purebred boll weevil one twodozen conservative democrat often provide president reagan margin victory 26 democrat house leverage go democratic leadership lose time demonstrate lawmaker sworn series rule change swiftly propound speed legislative process reduce ability minority hinder majority rule give speaker great authority waive certain procedural vote make much difficult member offer amendment appropriation bill use set spending level recent year conservatives attached amendment pursue cause ban federally finance abortion prohibition school bus supporter new rule argue promoted efficiency thwart guerrilla tactic right wing many republican democrat denounce hypocritical attempt run roughshod right individual member critic maintain antiwar legislator use rider appropriation bill bar fund vietnam war tactic diehard conservative also provoke reaction senate leader announce formation bipartisan panel recommend change filibuster rule prevent small band dissenter tie chamber house leaderships influence enhance organizational effort representative phil gramm texas ornery boll weevil oust budget committee promptly announce resign house seat run republican boll weevil suffer less chastisement john b breaux louisiana fail win spot budget committee roy dyson maryland appropriation committee gv sonny montgomery mississippi reelect chairman veteran affair committee lose 53 vote party caucus vote say way colleague let frustration conservative concede would likely cooperative party leader congress
New Birth Control Rule Near,https://www.nytimes.com/1983/01/11/us/new-birth-control-rule-near.html,richard schweiker secretary health human service today recommend rule require family planning clinic support federal money notify parent minor receive birth control pills diaphragms intrauterine device plan parenthood federation america say new rule would threaten health wellbeing teenager family immediately move federal district court block implementation rule ground violate family planning statutes u constitution guarantee invasion privacy still must approve office management budget mr schweiker say statement department deep responsibility protect health safety minor adolescent give prescription birth control drug device pay taxpayer dollar cite 1981 budget act congress encourage parental participation teenager use family planning service receive federal fund however critic say rule would promote parentchild discussion sex regulation go strengthen family communication go endanger health safety thousand young people say american college obstetrics gynecology afraid minor simply proceed sex without protection result would unwanted pregnancy lead abortion outofwedlock pregnancy minor would able handle say eve paul plan parenthood vice president legal affair propose rule family planning agency would require notify parent guardian within 10 day minor receives prescription contraceptive device clinic would advise minor notificaton requirement prior provide service notification would make certified mail form could document estimate 668000 teenager visit family planning clinic year department say 120000 public comment receive since rule first publish federal register last feb 22 rule become final 30 day publish federal register
SCHWEIKER RESIGNS POST IN CABINET TO JOIN AN INSURANCE ASSOCIATION,https://www.nytimes.com/1983/01/12/us/schweiker-resigns-post-in-cabinet-to-join-an-insurance-association.html,secretary health human service richard schweiker resign take job american council life insurance industry trade association white house announce tonight formal letter resignation mr schweiker acceptance mr reagan make public wednesday white house official say white house official say would comment resignation take several surprise theysaid mr schweiker leave policy reason reagan tell 10 day ago white house official say mr schweiker inform mr reagan 10 day ago desire take lucrative job president life insurance association resignation cabinet fourth reagan administration second month alexander haig jr resign secretary state last june energy secretary james b edward resign november transportation secretary draw lewis resign late december last week mr reagan select elizabeth h dole white house assistant liaison constituent group replace mr lewis like mr lewis mr schweiker republican moderate pennsylvania mr reagan could therefore pressure replace someone northeast moderate wing party perhaps woman speculation mr schweikers successor immediately focused margaret heckler former republican congresswoman massachusetts defeat reelection november mr heckler like mr schweiker oppose abortion policy issue concern department mr heckler decline intermediary talk reporter describe aide interested cabinet post time possibility nomination could face opposition conservative element republican party generally vote reagan administration challenge liberal democrat barney frank election campaign sometimes voted administration budget matter example mr schweikers resignation come series battle program office management budget propose make deep slash department program white house aide say mr schweiker battle able win approval restore propose cut well appeal process able head cutback white house official say administration official say example david stockman budget director agree mr schweikers request try third year row eliminate key nutrition program pregnant mother infant child nevertheless mr schweiker departs time certain confrontation congress program area administration official observe less complete control president position area propose revision social security system example take mr schweikers jurisdiction proposal make 1981 reject congress similarly task force white house control work proposal contain cost health care recommend mr reagan seek impose income tax employee health insurance benefit mr schweikers resignation come surprise key senator well member staff dr robert j rubin assistant secretary health human service plan evaluation say shock learn resignation senator orrin g hatch republican utah chairman committee labor human resource say receive hint mr schweiker resign say would upset mr schweiker leave splendid secretary mr schweiker former senator pennsylvania consider reagan loyalist many white house official 1976 mr reagan challenge president gerald r ford republican presidential nomination surprise politician announce senator schweiker choice vice president mr schweiker republican moderate support mr ford switch allegiance mr reagan mr reagan election 1980 mr schweiker become immediate favorite join new cabinet secretary run big agency federal government budget nearly 300 billion year large component social security
