title,link,text
Hers,https://www.nytimes.com/1980/01/03/archives/hers.html,NO TEXT FOUND
"Des Moines Paper, a Power in Iowa, Irked by Carter Move; Move Called Political Tactic 'Atmosphere of Moderation' An Anticlimactic Debate ",https://www.nytimes.com/1980/01/04/archives/des-moines-paper-a-power-in-iowa-irked-by-carter-move-move-called.html,NO TEXT FOUND
Protecting Workers' Rights,https://www.nytimes.com/1980/01/05/archives/protecting-workers-rights.html,NO TEXT FOUND
LETTERS TO THE WESTCHESTER EDITOR; Child-Care Agencies Join in Adoption Drive Pregnant Teen-Agers And Abortion Option ,https://www.nytimes.com/1980/01/06/archives/westchester-weekly-letters-to-the-westchester-editor-childcare.html,NO TEXT FOUND
BURGER-LED COURT SURPRISES EXPERTS; Law School Officials Say Retreat From Actions of Warren Era Has Not Materialized Following the National Mood Authors Sought for Luncheon ,https://www.nytimes.com/1980/01/06/archives/burgerled-court-surprises-experts-law-school-officials-say-retreat.html,NO TEXT FOUND
White House Conference on the Family: A Schism Develops; The 'Moderate' Grouping 'Advocacy' Is Disavowed,https://www.nytimes.com/1980/01/07/archives/white-house-conference-on-the-family-a-schism-develops-the-moderate.html,NO TEXT FOUND
'80 Albany Session Faces A Budget and an Election; Immediate Changes Doubted New Session in Albany Will Face Budget Problems and '80 Election Transportation Housing Casino Gambling Education Aid Property Tax Criminal Justice Abortion ,https://www.nytimes.com/1980/01/07/archives/80-albany-session-faces-a-budget-and-an-election-immediate-changes.html,NO TEXT FOUND
"The Region; Judge Won't Lift Ban On L.I. Bus Protest Driver Dies, 18 Hurt In Jersey Bus Crash Job Bias Charged Fuel Supply 'Safe' In Tristate Area ",https://www.nytimes.com/1980/01/08/archives/the-region-judge-wont-lift-ban-on-li-bus-protest-driver-dies-18.html,NO TEXT FOUND
Letters; Toward an All-Out Effort to Get at Offshore Oil The Terror Underground What the Garters Have Done for E.R.A. Gone Are the 70's Legal Services Staff Striking for Power Iran Silver Lining As U.S. Industry Topples From Its Pedestal ,https://www.nytimes.com/1980/01/08/archives/letters-toward-an-allout-effort-to-get-at-offshore-oil-the-terror.html,NO TEXT FOUND
U.S. Judge Tells Connecticut to Pay For Medically Necessary Abortions,https://www.nytimes.com/1980/01/08/archives/us-judge-tells-connecticut-to-pay-for-medically-necessary-abortions.html,NO TEXT FOUND
The Region; Extortion Trial Under Way in Essex Joint Autopsy Plan Dropped in Jersey 3 Children Killed In South Jersey Fire Nurse's Court Move Over Abortion Fails ,https://www.nytimes.com/1980/01/09/archives/the-region-extortion-trial-under-way-in-essex-joint-autopsy-plan.html,NO TEXT FOUND
Books of The Times; 3 Ironical Wisecrackers s Broken Poetry Justified? ,https://www.nytimes.com/1980/01/09/archives/books-of-the-times-3-ironical-wisecrackers-s-broken-poetry.html,NO TEXT FOUND
CAMPAIGN OF BROWN LANGUISHING IN IOWA; Candidate Now Urges Supporters to Seek Election at Caucuses on 'Uncommitted' Slate Calls for Uncommitted Delegates Commercial Called a 'Lullaby' Brock Favors Total Embargo Kennedy Assails Grain Limit ,https://www.nytimes.com/1980/01/10/archives/campaign-of-brown-languishing-in-iowa-candidate-now-urges.html,NO TEXT FOUND
FETAL TEST TERMED A SKIN DISEASE CLUE; Samples Extracted From a Fetus Reportedly Show Whether an Unborn Child Is Normal Amniocentesis Method ,https://www.nytimes.com/1980/01/11/archives/fetal-test-termed-a-skin-disease-clue-samples-extracted-from-a.html,NO TEXT FOUND
"GORDON CHASE, 47; A WHITE HOUSE AIDE; Ex-Member of McGeorge Bundy's Staff and New York Official Is Killed in a Car Accident Joined Bundy Staff in 1962 New Programs Initiated ",https://www.nytimes.com/1980/01/11/archives/gordon-chase-47-a-white-house-aide-exmember-of-mcgeorge-bundys.html,NO TEXT FOUND
CONNECTICUT JOURNAL; Mission Impossible...Commuters Speak ,https://www.nytimes.com/1980/01/13/archives/connecticut-weekly-connecticut-journal-mission-impossiblecommuters.html,NO TEXT FOUND
Family Conference To Choose Delegates,https://www.nytimes.com/1980/01/13/archives/long-island-weekly-family-conference-to-choose-delegates.html,NO TEXT FOUND
