title,link,text
Agencies Unprepared for Soaring Number of Adolescents in Need,https://www.nytimes.com/1975/01/03/archives/agencies-unprepared-for-soaring-number-of-adolescents-in-need.html,"Adolescents, some of them with criminal records, many of them with severe behavioral problems, and educationally handicapped, are “wandering the streets” because, over the years, little or no notice was taken of the changing youth population pattern, and its concomitant needs, in the foster care program. “The system failed to recognize some new realities,” said Henry Saltzman, executive director of the Citizens Committee for Children of New York. “Adolescents are a larger share of the total population of children today than they have been in some time,” he said. “Historically, large numbers of adolescents means problems—more delinquency, more crime, more exploratory behavior in drugs and gang activities.” Mr. Saltzman, and other men and women engaged in the child welfare and foster care field, attribute many of the current problems to an almost inflexible funding system, based primarily on the needs of younger children who require 24‐hour care. As of June, 1974, 40.6 per cent of the children in foster care in New York City, were 12 years old and over. This compared with 36 per cent in June, 1972. Last month, 46.7 per. cent of the applicants awaiting care were over 12 years of age. Those in the field also believe that the shortage of facilities and adequate programs for adolescents can be traced to a lack of planning on all sides. “Planning is a bad word,” Mr. Saltzman commented. “We react to crisis.” ‘Little Analysis’ “We should predict better,” said Barbara Blum, director of‐the metropolitan office of the New York State Board of Social Welfare. “We end up browbeating ourselves over issues that could have been handled more sensibly … very little analysis was done on the very high birth rate of the nineteen‐fifties, and on the changing population in foster care.” She noted that in slightly more than two decades, the number of black youngsters in New York under 18 years of age, had tripled. The number of Puerto Rican youngsters, in the same age category, had quadrupled. “These children tend to be the poorest, and the most likely to come into care,” she said. The need to check out “what's happening in society,” was stressed by Carol Parry, assistant commissioner, of the Department of Social Services of the City of Now York. Disturbed Children “Why are all these older children coming to us now for the first time?” she asked. “Why are more parents bringing PINS (Persons in Need of Supervision) petitions? Something very wrong is going on. Children seem more disturbed to us. It's very wonrisome because in the last three or four years, there's been a definite trend in this direction. The number of homicides by children is increasing. We have a group of much more disturbed and difficult children on our hands that somehow we are not coping with early enough.” Need Group Homes Miss Parry stated that many adolescents entering care for the first time could not go into foster homes. “It's a different ballgarne,” she said. “It won't work … their emotional problems with their own parents would just be repeated with another set of parents.” The requirements of older children are, according to many experts, an increasing number of group homes, where youngsters would be confronted with group living, group standards and group peer pressure, development of day programs to help youngsters who might still be able to live in their own homes, and retraining of staffs now equipped to handle only the problems of younger children. “Many of the present staffs are not ready to grapple with the behavior of these adolescents, a number of whom are angry and street‐wise and much more difficult,” Mr. Saltzman said. “The bulk of adolescents who are disturbed, and a serious jeopardy to themselves and the community, are wandering the streets. There aren't enough facilities to cope with them.” Although the city now has more than 28,000 children in care, a 53.4 per cent increase since 1960, there has, for some years, been a declining rate in the number of young children. “It's like the public schools getting caught by surprise,” said Joseph Gavrin, executive director of the New York State Council of Voluntary Child Care Agencies, a membership group of 115 voluntary agencies. Flexibility Needed “I don't think anyone foresaw four things,” he added. “Few realized the impact of contraception, of the ready availability of abortion, of the change in standards, so that girls now keep babies born out of wedlock, rather than giving them up, and the impact of community action programs that enabled a number of people to continue to care for their children in their own homes.” The proportionate increase in the adolescent care population and the resulting need for more flexibility constitute one of the areas now under serious consideration by the New York State Department of Social Services. “There is general recognition of this as a problem area that ought to be dealt with,” said Abe Lavine, the commissioner. “Children's services have a high priority, and we will be looking toward legislative and/or administrative ways of providing greater flexibility … we would like to give caseworkers a full range of options in treating children and their problems.” Child care programs are paid for by Federal, state and city funds, but there is no constant in the percentage contributed by each. The amount varies according to the program. It is estimated that over‐all, the Federal Government pays 40 per cent of child care costs, and the city and state divide the remaining 60 per cent. Funding Problems A big part of the problem, according to Mr. Gavrin of the Council of Voluntary Child Care Agencies, is the multiplicity of financial routes. “Even the bureaucrats can't manipulate funding the way it should be done,” he said. Douglas Besharov, executive director of a State Assembly Committee on Child Abuse, believes that almost any deficiency is likely to get lost in the system, as it now exists. “There's a mish‐mash of agencies, there's no clear authority or responsibility of services in the state,” he said. “Kids don't fit into little categories but, in the state, the mental health system doesn't relate to the court system which doesn't relate to the child welfare system which doesn't relate to the foster care system. Systems Don't Mesh “Our systems were designed as if kids had one problem,” he added. “The systems don't mesh. When you combine anything in an agency, you get a lot of bureaus that still don't talk to one another.” Mr. Besharov has drafted legislation that would provide for an inspector general to advocate for children caught within the various separate systems, and an advisory board. “There should be someone with jurisdiction over all services, public and private, that relate to children and families,” he said. “Problems may arise because of what parents are doing or not doing … but they also arise after we get our claws on children … many of these kids spend their lives going from one unfortunate situation to another.” Mr. Gavrin also believes in the desirability of an over‐all authority in planning for all children. “I think the State Board of Social Welfare should have body within it that would have the task of assessing the total needs of children … and do statewide projections,” he said. “The entire system now encourage groups to go out for themselves and to think only of the children they are interested in.” “There are lots of children who fall between the cracks,” noted Miss Parry of the city's Social Services Department. She and others commented particularly on the policy of the State Department of Mental Hygiene which, she said, “will not take care of any child they think can function on any level in the community.” Alternate Services “We don't feel a child should be institutionalized if it can be helped,” Miss Parry said. “But if the child is released, there should be alternate services and facilities … the child shouldn't be pushed into no‐care. These children are being pushed into a child welfare system which can't adequately care for them.” While admitting that the system “leaves much to be desired” and that mistakes are made, Harold Wolfe of the State Department of Mental Hygiene said he thought the department had been made a scapegoat by other elements in the child welfare system. “I doubt whether our policies, our plans, our practice play as big a role as some critics claim … because many of these children share something that this department can't do anything about by itself … they not only happen to be in state facilities but they also happen to be poor, and poor people usually get poor service of all kinds.” “We need a crossover of systems,” said James O'Neill, executive director of the Catholic Guardians Society of New York. “If I were king, I'd attempt to bring everything under one roof. We need more flexibility, as well as accountability. We should be able to give a child the program that is best for him, without someone saying that it isn't in the rules. I may be too dramatic, but if anyone followed the rules really strictly, we couldn't operate at all.”"
PARENTS/CHILDREN,https://www.nytimes.com/1975/01/03/archives/parentschildren-rocky-road-from-foster-care-to-adoption.html,"At this very instant, Mr. and Mrs. P. are frightened, as they have been for years. They are afraid that, if they make one mistake, utter a single complaint, the agency that 10 years ago entrusted them with an infant girl named L. will find a pretext to take her from them before they get the chance to adopt her. “There is always that fear in the back of your mind,” Mr. P. said the other day as he sat in the den of his suburban split‐level. “We get sick about it.” Mr. and Mrs. P. are at once the beneficiaries and the victims of changes that are sweeping through the foster care system. They agreed to care for L. a decade ago, because they thought it would be a nice thing to do, and they won't deny that the $120 they received each month from the agency was welcome—Mr. P. was not yet near the $20,000 a year he now earns. They understood back then” that foster parents were not supposed to get too attached to their child—certainly they were not to entertain thoughts of adopting her—because the essence of fostering was its temporary nature. They had a job to do: They were supposed to give L. the benefits of home life and be prepared to relinquish her to her real mother whenever that became practicable. As is often true in foster care, it never did become practicable. L.'s mother, ill and unmarried, has seen her child only eight or nine times, and not at all in the last two and a half years. And Mr. and Mrs. P. had learned early that as foster parents they were failures: L. hadn't been in their home three weeks before they found themselves falling in love with her. “How can you take a child into your home and not give love? It isn't normal. It isn't right,” Mrs. P. said, recalling those early years. L. was 3 when Mr. and Mrs. P. learned that the agency's policy was changing, to permit foster parents to adopt. But their social worker—they have had many over the years, some of whom they've liked, others they've disliked and feared—said that the mother was not yet ready to surrender rights to her child. Years passed and the P.'s were more hopeful and more nervous. In 1970, a state law was enacted that required the family court to study the cases of children whose parents had voluntarily placed them in foster care. The review, intended to determine whether a child should remain in the system, be freed for adoption or returned to the parents, was to take place every 24 months. The reviews—15,000 of them in the city involving more than half of the children in foster care—did not begin until 1972. And L.'s case came up a year ago December. At the review both the court and the agency agreed that L.'s mother had demonstrated no likelihood of responsibly reclaiming her child. The judge told the agency to formally petition the court to sever the biological mother's ties to the child by midsummer. Mr. and Mrs. P. were jubilant, and L. recalls now that the decision made her “happy, very happy.” L., like many others, has been confused about her parents. In a letter to her mother she wrote: “How is Daddy? … will you tell him I love him? Well, the reason I asked you is because I haven't seen him since I was born.” But she seems eager to be adopted, partly because it would reduce the uncertainty of who she is. Despite the eagerness of the foster family, the agency has not complied with the court's timetable. It has not yet filed the petition for adoption. When the P.'s asked their latest social worker for an explanation, he told them, “There's a lot of paper work, a backlog of cases, you're not the only ones waiting.” He said it would be another three months before the paper work was cleared up. But Mr. and Mrs. P. don't believe it. They see the court action as a hoax that raised their hopes falsely and left them in more despair than ever. “It hasn't done anything for us,” Mr. P. said, shaking his head. But maybe it will. The problem is that Mr. and Mrs. P. are caught up in a tumultuous time for the foster care system. There has been increasing concern over the number of children permanently relegated to this “temporary” system —the average stay in “long‐term” care is four years, but many stay much longer. There is also concern over what some see as the inadequate monitoring of the system. (Eight‐five per cent of the city's foster care children are in programs run by 80 or so private agencies; the remaining youngsters are in the “boarding home program” of the city or in public shelters.) An early indication of changing attitudes was the state's adoption subsidy program, which gave foster families who relied on the monthly check the chance to continue receiving one after adoption, if their income fell within certain limits or if the child was handicapped. Critics of the program say it was kept a secret at first, with only 205 such adoptions in the first two years, 1969 and 1970, but by the end of 1973 it involved 1,484 children. Then came the 24‐month review law, which completed its first two years of operation last summer. Under it, the New York City Family Court told child care agencies to initiate proceedings to free 2,250 children for adoption. It said that foster care should be continued for another 3,749 childdren and called for follow‐up information on 4,731, while it ordered 552 children discharged to their biological mothers. Adoption was urged in 824 cases in which the children had already been freed. Other elements of change are not so tangible. For instance, the time is ripe for what could prove to be a productive avenue of approach for prospective adoptive parents. Healthy young children are virtually unavailable for adoption through the city's agencies, in the wake of abortion reform and advanced contraception. (The average age of children referred—that is, available—for adoption has soared from 1 year 8 months in 1970 to 5 years 9 months in 1973). Now some agencies are on the lookout for “pre‐adoptive families” who will take a child into foster care with the understanding that the particular child will likely be freed for adoption. And nearly 7 per cent of the children who enter foster care are under 2; nearly 25 per cent are under 6—although only some of these would fit into the likely‐to‐be‐freed category. The result of all this is that a great many children should no longer be relegated to the limbo of permanent temporariness. But there has been widely expressed dissatisfaction with the course of events. The agencies are proud organizations and some of their members believe that the training of their people makes them the most qualified to judge what is in the best interests of the child—not foster parents or the crowded court. The agencies see undue pressure being put on some foster parents to adopt. They are not necessarily against having cases reviewed— but why in court? They see their staffs bogged down in paper work and hearings instead of, as one agency head put it, “spending time out in the field serving the children.” Many agency people assert that the court it only doing what the agencies would do on their own, but some conceded that the crowded court is speeding up the process. Parents' groups such as the Organization of Foster Families for Equality and Reform (O.F.F.E.R.) and the Council on Adoptable Children complain that the agencies have been dragging their heels. They point to a funding system that pays agencies largely to operate foster care, less to undertake adoptions and virtually nothing to try to keep the original families together. Some foster parents deeply resent being treated as “second class citizens” subject to what they see as the agencies' arbitrary decisions. Procedures that have been set up to protect them against the caprices of agencies have not made these parents confident, since in their view abuses seem rife. As for the view from the court, Judge Nanette Dembitz said the other day that she felt the 24‐month review had proved valuable. Before it was enacted, she said, “the agencies just weren't moving in the direction of freeing children for adoption.” But she doesn't see any evil intent on the agencies' part in the current widespread delays—simply that “all of a sudden there was a great amount of work in this area.” ‘How is Daddy? Will you tell him I love him? Well, the reason I asked you is because I haven't seen him since I was born.’"
Oregon: a Testing Ground,https://www.nytimes.com/1975/01/05/archives/oregon-a-testing-ground-mr-mccall-did-well-for-the-state-around-him.html,"SALEM, Ore.,—Tom McCall has wound up the two consecutive terms as Republican Governor of Oregon, that green and rainy corner of the great Northwest. On Jan. 1 he bequeathed to a Democratic successor a state that—environmentally speaking, at least—is in far better shape than he found it. Oregon, in the eight years of Mr. McCall's leadership, has become something of a testing ground for environmental concepts of reduced, rechanneled growth. It has challenged the doctrine of the infinite good of infinite expansion, the spiral of more people, more industry, more pollution. Now Mr. McCall spreading his less‐is‐more message, trying to persuade us that the successes achieved in Oregon, a socially homogeneous, politically middle‐of‐the‐road state, are exportable to the rest of the nation. “I promise everyone, ‘You can do this in your state,’” he told a recent visitor. “The Oregon story is innovative, regenerative. We've reversed the tide of pollution here. We've shown that the future can be made to work. The question isn't ‘Can it be done elsewhere?’ It's ‘Do we have the commitment?’” In one sense, Mr. McCall has been all too successful. Tens of thousands hear the word each year and swarm to the new Promised Land, to the distress of native Oregonians, who think that the present 21 persons per square mile (New York State has 378 per square mile) is just fine, thanks. The influx has given Oregon a growth rate twice that of California. In another sense, the McCall drive against the throwaway society has faltered, if not failed: America on the whole hasn't yet shown much commitment. Take, for instance, Oregon's famous bottle law. In 1972 the state gave the United States a lead in banning those roadside eyesores, the pull‐tab can and the nonreturnable bottle. Henceforth, return deposits were required on all beer and soft‐drink containers. University of Oregon experts say the law has reduced can and bottle litter by nearly 90 per cent, thus saving an annual 385 million throwaways. Oregon's streets and highways are now idyllically clean compared with roads elsewhere. A Matter of ‘Consciousness’ If all Americans followed suit, re‐using or recycling the more than 60 billion cans and bottles they throw away each year, it is estimated that the nation would save enough energy to generate a year's electricity for half a dozen major cities. The fact, however, is that McCall‐style bottle bills have already been defeated or stalled in 40 states, including the two most populous, New York and California, while a Federal measure, sponsored by Oregon Senators Mark Hatfield and Robert Packwood, expired in Congressional committees. Some blame the defeats on strong opposition from industry, but public apathy is also a factor. Mr. McCall shrugs. “It's a matter of raising the national consciousness.” He used to do just that as a television commentator—complaining on the TV screen about environmental damage. Then, in 1966, he was given the opportunity to do something about it, as Governor. “Damn it,” he says, “when I was elected not many people, even in Oregon, believed we'd be able to pull off what we have. In fact, we've passed more ecological bills here in eight years than all the other states have done in 50.” The most striking advance in this crusade was the cleansing of the Willamette River, which had become an open sewer, swirling great rafts of trash through the verdant valley where nearly 70 per cent of the state's 2.2 million people live, It's the heartland of Oregon, a name taken from an Algonquin word meaning “beautiful water.” The state fought a battle with both industry and the unions on this issue, even forcing the Boise Cascade mill in the middle of Salem to close down when it failed to mend its polluting ways. Today, says Mr. McCall. “you can swim the whole length of the Willamette. Why, 30‐pound salmon are breeding there again.” Yet all but one of the old paper mills along the river banks are still operating under the new stringent rules. Other pioneering moves by the Oregon legislature in the McCall years include rechanneling millions of dollars from highway funds into conservation projects such as bicycle trails, banning real estate developers from the magnificent 361‐mile Pacific coast line, clearing away thousands of billboards and liberalizing laws on abortion, homosexuality and marijuana. Of all Oregan's reforms, the one that sticks hardest in industry's craw Is the bottle law. Opponents charge that officials have been “improving” litter statistics by employing more collectors, and that heavy losses have been inflicted on makers of aluminum and steel cans, as well as on retail stores that must cope with an avalanche of returned bottles. Although one Oregon can‐maker did close down, most of its workers found jobs in other fields, and recently the Federal Environmental Protection Agency cheered McCallites with a study naming the returnable bottle as an all‐round winner: It's an energy saver that causes less factory pollution of air and water, consumes less raw material and creates less trash. Governor McCall calls it “a proven antidote to the national disease of overconsumption,” and puts the bottle law at the head of an 82‐item summary of the state's environmental accomplishments."
END OF I.U.D. BAN VIEWED AS PERIL,https://www.nytimes.com/1975/01/07/archives/end-of-iud-ban-viewed-as-peril-adviser-scores-fda-over-action-on.html,"WASHINGTON, Jan. 6—A member of the advisory committee to the Food and Drug Administration on intrauterine contraceptive devices has protested the agency's action in ending a moratorium on commercial distribution of one such product, the Dalkon Shield. The committee member said the F.D.A. action circumvented the recommendations of the committee and might needlessly endanger many women. The comments were made in a letter to Dr. Alexander M. Schmidt, commissioner of food and drugs, by Dr. Richard P. Dickey of the Louisiana State University Medical Center. The Dalkon Shield has been one of the most widely used intrauterine contraceptive devices, known generally as I.U.D.'s. A moratorium on commercial distribution of the Dalkon Shield was put into effect last spring because of safety questions that had arisen. The F.D.A. lifted the ban last month after the manufacturer, the A. H. Robins Company, agreed to maintain a registry of all women using the device so that definitive safety data could be obtained. At a news conference here Dec. 20, Dr. Schmidt said he did not believe the agency's action was in conflict with the expert advisory committee recommendations. He said that existence of the registry would allow the agency to collect the data needed to prove whether the shield was safe. In his letter to Dr. Schmidt, Dr. Dickey said the agency's action was contrary to the recommendations of the committee that the moratorium remain in effect until more definitive data on the safety question could be obtained. A total of 14 deaths and 219 septic abortions—those involving infection—have been associated with use of the shield. A copy of Dr. Dickey's letter, which is dated Dec. 31, was obtained by the Center for Law and Social Policy, a Washington‐based public interest group. Dr. Dickey also sent a letter to each of the six other members of the advisory committee on contraceptive devices, asking those who agreed with his position to write letters to Dr. Schmidt. In answer to a query by telephone today, Dr. Dickey said there had not yet been time for replies to reach him, but that he believed a majority of the panel agreed with him on the issue."
"Meskill, Reviewing Term, Cites Frustration Over Bureaucracy",https://www.nytimes.com/1975/01/08/archives/meskill-reviewing-term-cites-frusturation-over-bureaucracy.html,"HARTFORD, Jan, 7—The worst frustratons of office came from his inability to do the things he had the legal and political authority to do, Gov. Thomas J. Meskill said today in a farewell news conference. “The bureaucracy gets rather deep,” the outgoing Connecticut Governor said, reflecting on his four years in office. “Memos get lout or not filed. It's hard to bring about change in government.’ He lie left the impression he was talking about the many undramatic decisions he had been ob. liged to make each day as Governor. declined to call specific cases to mind. In general, he seemed satisfied with the mark he had made on the state. As a Republican and a cautious spender, Governor Meskill is usually remembered for the fiscal restraint he brought to government. His administration followed 16 years of Dernocra‐1 tic rule. Deficits Ended He inherited a $244‐million deficit, and produced three successive surpluses. He insisted, despite bad economic times and falling revenues, that the government would still be operating in the black tomorrow, when he hands the reins over to Ella T. Grasso, the Democrat who will succeed him. But Governor Meskill, who will be 47 years old on Jan, 30, would also like to be remembered for things that directly affected people in need of help’ for penal reforms that were instituted in his time, and for the shifting of retarded people out of a big institution into smaller ones to bring them more closely into touch with their communities. He decided last March that he would not seek re‐election, and his name was put forward in April by Senator Lowell Weicker for appointment to a prestigious Federal court, the Court of Appeals for the Second Cir cuit. But the Governor has made enemies, mainly among liberals, and confirmation from the. United States Senate has been slow in corning. Much opposition to Governor kesKill built up because of the lead he took in re‐introducing the death penalty in Conneeti. cut. And many people resented his strong, unsuccessful stand against abortion. But he was elected four years ago on his determined, conservative stand on issues that bothered people then: a spreading drug traffic, and a fast‐rising incidence of juvenile crime. In an interview two years ago, the Governor said: “I think there has always been a conservative—I'd rather call it a streak—in most people, I think here in Connecticut as elsewhere?’ Ile added: “I think that whenever problems arise that threaten people's homes, threaten their, Personal safety or threaten their jobs, then I think Governor Meskill recalled today that he had been hurt politically by holding out through a long bus strike that affected many towns in Connecticut two winters ago. “People don't care whether you're right or wrong,” he said. “They just want the problem solved,”"
BOSTON JUDGE BACKS ABORTION CASE JURY,https://www.nytimes.com/1975/01/08/archives/boston-judge-backs-abortion-case-jury.html,"BOSTON, Jan. 7 (UPI)—An’ objection that women had not been equally considered for the grand jury that indicted a doctor for manslaughter in the death of an aborted fetus was overruled today. The case could produce a potential landmark decision on the viability of a fetus and when it becomes entitled to legal protection, a key issue that was unresolved in the United States Supreme Court's 1973 decision on the constitutionality of abortion statutes. Suffolk Superior Court Judge James P. Mc Guire, in a closed session, dismissed defense objections that the grand jury that had indicted Dr. Kenneth Edelin, 36 years old, was Inv constitutional because women were not equally included in the selection process. Dr. Edelin, chief resident in obstetrics at Boston City Hospital in October, 1973, the time of the alleged crime, is charged with manslaughter for allegedly killing a fetus 24 to 28 weeks old, the period undefined by the Supreme Court. It is also alleged that Dr. Edelin failed to take steps necessary to enhance the fetus's] survival once aborted."
Meskill Terms Bureaucracy Baffling,https://www.nytimes.com/1975/01/08/archives/meskill-terms-bureaucracy-baffling.html,"HARTFORD, Jan. 7 — The worst frustrations of office came from his inability to do the things he had the legal and political authority to do, Gov. Thomas J. Meskill said today in a farewell news conference. “The bureaucracy gets rather deep,” the outgoing Connecticut Governor said, reflecting on his four years in office. Memos get lost or not filed. It's hard to bring about change in government.” He left the impression he wasi talking about the many undramatic decisions he had been obliged to make each day as Governor. He declined to call specific cases to mind. In, general, he seemed satisfied’ with the mark he had made on. the state. As a Republican and a cautious spender, Governor Meskill is usually remembered for the fiscal restraint he brought to government. His administration followed 16 years of Democratic rule. He inherited a $244‐million deficit, and produced three successive surpluses. He insisted, despite bad economic times and falling revenues, that the government would still be operating in the black tomorrow, when he hands the reins over to Ella T. Grasso, the Democrat who will succeed him. But Governor Meskill, who will be 47 years old on Jan. 30, would also like to be remembered for things that directly affected people in need of help: for penal reforms that were insstituted in his time, and for the shifting of retarded people out of a big institution into smaller ones to bring them more closely into touch with their communities. He decided last March that he would not seek re‐election, and his name was put forward in April by Senator Lowell Weicker for appointment to a prestigious Federal court, the Court of Appeals for the Second Circuit. But the Governor has made enemies, mainly among liberals, and confirmation from the United States Senate has been slow in coming. Much oppositioi to Governor Meskill built up because of the lead he took in re‐introducing the death penalty in Connecticut. And many people resented his strong, unsuccessful stand against abortion. But he was elected four years ago on his determined, conservative stand on issues that bothered people then: a spreading drug traffic, and a fast‐rising incidence of juvenile crime. In an interview two years ago, the Governor said: “I think there has always been a conservative—I'd rather call it a streak—in most people, I think here in Connecticut as elsewhere.” He added: “I think that whenever problems arise that threaten people's homes, threaten their personal safety or threaten their jobs, then I think they become more conservative.” Governor Meskill recalled today that he had been hurt politically by holding out through long bus strike that affected many towns in Connecticut two winters ago. “People don't care whether you're right or wrong,” he said. “They just want the problem solved.”"
JURY IS EP4PANELED IN ABORTION CASE,https://www.nytimes.com/1975/01/10/archives/jury-is-empaneled-in-abortion-case.html,"BOSTON, Jan. 9 (UPI) — A jury of 13 men and three women was empaneled today to hear evidence in the trial of a physician charged with manslaughter in connection with an abortion he performed at the Boston City Hospital. Final pretrial arguments were scheduled to be heard before opening arguments tomorrow. Dr. Kenneth C. Edelin, 36 years old and the chief resident obstetrician at the hospital, is charged with the manslaughter of a “baby boy” as the result of an abortion in 1973. The prosecution alleges that the fetus was 24‐28 weeks old and could have lived outside the mother's womb. The trial is expected to take at least a month and to involve questions including when a fetus is “viable”—capable of independent life—and what responsibility a physician has to the fetus in an abortion. These questions and others in the Edelin case were not covered by the 1973 United States supreme court decision on abortions."
Doctor to Testify Against Another In Abortion Trial’,https://www.nytimes.com/1975/01/11/archives/doctor-to-testify-against-another-in-abortion-trial.html,"BOSTON, Jan. 10 (AP) — Both sides made opening statements in the abortion‐related manslaughter trial of Dr. Kenneth C. Edelin today, with, they Prosecution saying it would call as witnesses persons who survived birth at ages similar to the fetus Edelin is accused of killing. The prosecution aTso identified another doctor at Boston City Hospital who, it said, would be a key witness. Dr. Enrico Giminez, a former second‐year resident at the hospital, was present when the operation was performed on the 17‐year‐old woman, the prosecution said. First Assistant District Attorney Newman A. Flanagan repeated the charge that ‐Dr. Edelin, as chief resident in obstetrics at Boston City Hospital, had killed a “baby boy” during an abortion in October, 1973. ‐A bill of particulars alleges that the fetus was 24 to 28 weeks old and “would have remained alive had it not been for the alleged conduct of the defendant.” Mr. Flanagan said he planned to call several witnesses who had been born prematurely to show that the fetus in this case could have lived also. Wiiiiam P. Homans, the delense attorney, said that the “baby” never was born, and there could be no manslaughter inVolving a fetus. Mr. Fla,pagan told the jury that Dr. Giminez had watched Dr. Edelin “open up the abdomen” and that “the defendant stuck his hand—his right hand —into the opening and detached the placenta from the uterine wall.”"
GUEST VIEW,https://www.nytimes.com/1975/01/12/archives/guest-view-needed-a-rating-system-to-guide-parents.html,"The young mother was distraught. After I had delivered a lecture in a West Coast city, the asked to speak to me about her nine‐year‐old son. “He's been afraid of grown men, even his teacher,” she said, “ever since he saw a man rape a boy on the ‘Marcus Welby’ show.” She added, “I'm very careful of what I let him watch on TV. Nothing on `Mazcus Welby’ has ever upset him before.” Rape has been a popular prime‐time subject this past year. “Kojak” fashioned its first episode of the season around the theme. “Police Woman” devoted two programs to the topic. “Adam‐12” focused on a 13‐year‐old rape victim in one of its episodes. And then there was the world premiere of the two‐hour made‐for‐TV movie “Born Innocent,” featuring the rape of a 14‐year‐old virgin in a juvenile detention home by a gang of girls using a broomstick. After “Born Innocent,” local stations were inundated by thousands of protesting phone calls and letters. Some objected to the subject matter, others to the fact that the film was shown at a time when youngsters are watching (8 P.M. here on the East Coast; 7 P.M. in the centre. time zone). If the complaints were. greater than usual, so was the audience. Forty million people watched the movie for the full two hours. Some of them, at least, were hungry for adult fare that dealt with real social problems. “Born Innocent” realistically portrayed conditions in a girls juvenile detention home. Sex too has been moving into prime time. Viewers have been exposed to pimps and prostitutes on “The Streets of San Francisco,” to impotence on “All in the Family,” to an abortion on “Maude.” Talk shows have candidly discussed venereal disease, adultery and unwed motherhood. And, of course, violence still fills TV's prime‐time offerings. After dinner, children have only to sit and watch to see life as expendable, on such programs as “Mod Squad,” “Hogan's Heroes,” “Hawaii Five‐0,” “Get Christie Love” and “The Rookies.” On a recent “Mod Squad” program a man was dynamited out of a car even before the credits were shown. Not long ago a psychopathic killer and the heroes of “The Rookies” turned a football field into a mass‐murder and maiming area. The producers of “The Rookies” know very well who's watching; they capitalize on their juvenile audience by selling “Rookie” dolls. Here is the dilemma television faces. Its audience is the family. Can it provide programs to please all, from Junior to Dad to Grandma, without offending any? Is this technological giant, with its great potential for art, entertainment, education and social comment, to be relegated to the role of an inoffensive babysitter just because there are babies in the living room? Richard Wiley, head of the Federal Communications Commission, recently suggested that programs for adults should be aired after 9 o'clock in the evening. I agree that this would solve a good many problems. But not all. What about a series that is locked into an earlier time slot? Is it to be denied the right to deal with real‐life subjects? Arthur Taylor, president of CBS, has proposed that the first hour of prime time each evening should be devoted to programs suitable for family viewing, and that when programs that might offend are shown at this time, prior notice should be given on the air. (Just this week NBC announced that beginning next September the first hour of its prime‐time programing would be geared to a general family audience.) I applaud both these proposals, but I feel that they don't go far enough. And I think I have a solution a way that we can protect children without sacrificing adult entertainment. It's simple. It should be acceptable both the industry and the public. And it's needed. I would propose a TV rating system similar to that used by.the movies. The movie rating system has come for a lot of criticism, mostly by movie makers who feel their pictures have been placed in the wrong categories. Surveys show, however, that parents find the ratings helpful in choosing movies for their children. Dr. Joyce Brothers is a psychologist, newspaper and magazine columnist, and radio and TV news commentator. From my conversations with parents around the country, I am convinced that they would welcome TV ratings too. Something simple that would show them at a glance, when they consulted TV Guide or newspaper listings, which programs would be safe for their children to watch, which might be unsuitable. I ‘think the form the rating system takes is not as important as its existence. My own iecommendation'would be for the designations “G,” “A,” “P”—”GAP”—a reminder that far from being a censoring system this is a method of bridging the generation gap in the TV audience, a way of presenting programs suitable and attractive to both ‘children and adults, even a way of getting television over the gap from where it is today to the place it might be. “G” would denote programs for the general audience, children included. It would guarantee that the subject matter was not too mature for the young viewer and that the episode did not contain unnecessary or unusual violence. “A” would alert viewers to a program meant for adults only. “P” stands for parents and would indicate a program that children might watch but preferably with a parent or another adult. To my mind, “P” is an especially important category. Several studies have shown that children are less frightened by program content if they are watching with an adult. Even some dramatic specials (”Jane Eyre” and “The Count of Monte Cristo,” fOr instance) can be quite threatening'to children. Yet youngSters should not be denied the right to watch these significant bits of their literary heritage, nor should they be kept on a diet of television pap. The “P” category will allow parents to arrange their own television time so that they can watch with their children when their presence will be comforting. They can also study their children's reactions to unusual programs, and share and discuss an experience that may help close their generation gap. This could be particularly important in the sexual area, where television is posing problems that many parents have found difficult to talk about with their children7‐and about which many teenagers have been afraid to consult their parents. The question of who will make and enforce the ratings is an important one. I think the industry itself should do so, at least until it proves itself unable or unwilling to act in this capacity. I doubt that that will happen. The pressure for action has been mounting for 10 years. Three Congressional committees are currently badgering the Federal Communications Commission to investigate the networks. The FCC, fearful of budget cuts, is threatening public hearings. The networks realize that they must make some concessions or risk Government intervention on behalf of an unhappy public. A workable rating system would be one that the networks could live with and the public could rely upon. In newspaper TV listings and advertisements, and on the screen before and during the program itself, viewers would be able to see how many programs in prime time were “General” and how many “Adult.” It would give them the knowledge with which to protest the presence of unsuitable material in children's viewing time. Change could result as viewers protested to networks, stations, sponsors and their representatives in Washington. Change would result faster as they stopped watching or letting their children watch programs in the wrong time slot, heavy on unnecessary violence or explicit sex. TV programers would then be forced to realize that profits come not from advertisers but from viewers. Instead of trying to grab audiences with violence, TV producers might start trying to develop a whole new spectrum of honest, original, imaginative programing. That would be a whole new experience for everybody."
